Currency,Date,SpotRate,1MF,2MF,3MF,6MF,12MF
USD/JPY,6/1/2015,119.174,119.1444,119.1163,119.0757,118.9512,118.4539
USD/JPY,5/1/2015,120.578,120.5486,120.5196,120.4766,120.3449,119.8431
USD/JPY,2/1/2015,120.404,120.3752,120.3458,120.305,120.1799,119.6823
USD/JPY,1/1/2015,119.788,119.7647,119.7303,119.6905,119.5608,119.0801
USD/JPY,1/1/2015,119.788,119.7647,119.7303,119.6905,119.5608,119.0801
USD/JPY,1/1/2015,119.788,119.7647,119.7303,119.6905,119.5608,119.0801
USD/JPY,1/1/2015,119.788,119.7647,119.7303,119.6905,119.5608,119.0801
USD/JPY,31/12/2014,119.402,119.3724,119.344,119.3035,119.1757,118.6956
USD/JPY,30/12/2014,120.418,120.3897,120.3586,120.3202,120.1904,119.6906
USD/JPY,29/12/2014,120.342,120.316,120.2904,120.2497,120.1188,119.6147
USD/JPY,26/12/2014,120.196,120.1633,120.1333,120.1057,119.964,119.4851
USD/JPY,24/12/2014,120.375,120.3326,120.3035,120.2831,120.1553,119.6662
USD/JPY,23/12/2014,120.145,120.0945,120.066,120.038,119.9101,119.4163
USD/JPY,22/12/2014,119.539,119.4962,119.4682,119.4384,119.3121,118.8362
USD/JPY,19/12/2014,119.284,119.2427,119.2179,119.1762,119.0665,118.623
USD/JPY,18/12/2014,118.557,118.4996,118.4702,118.442,118.3219,117.899
USD/JPY,18/12/2014,118.557,118.4996,118.4702,118.442,118.3219,117.899
USD/JPY,17/12/2014,117.039,116.9716,116.9448,116.9163,116.7923,116.36
USD/JPY,17/12/2014,117.039,116.9716,116.9448,116.9163,116.7923,116.36
USD/JPY,16/12/2014,117.357,117.2877,117.2594,117.2326,117.1074,116.6778
USD/JPY,15/12/2014,118.709,118.6378,118.6105,118.5809,118.4541,118.0158
USD/JPY,12/12/2014,118.64,118.5677,118.5395,118.51,118.3841,117.9308
USD/JPY,11/12/2014,118.041,117.9668,117.9354,117.9074,117.7767,117.3292
USD/JPY,10/12/2014,118.922,118.8379,118.8076,118.779,118.642,118.1744
USD/JPY,9/12/2014,120.298,120.2112,120.1808,120.1502,120.0135,119.5395
USD/JPY,8/12/2014,121.509,121.4234,121.394,121.3623,121.2254,120.7396
USD/JPY,5/12/2014,120.082,120.0029,119.9722,119.9419,119.8151,119.4048
USD/JPY,4/12/2014,119.948,119.8708,119.842,119.8126,119.6932,119.2851
USD/JPY,2/12/2014,118.435,118.3585,118.3289,118.2995,118.179,117.7825
USD/JPY,1/12/2014,118.869,118.798,118.7713,118.7419,118.623,118.248
USD/JPY,28/11/2014,118.301,118.2308,118.2061,118.1777,118.0649,117.6863
USD/JPY,27/11/2014,117.443,117.3769,117.3517,117.3226,117.2113,116.8352
USD/JPY,26/11/2014,117.852,117.8292,117.7529,117.7231,117.6055,117.218
USD/JPY,25/11/2014,117.98,117.9569,117.8761,117.8477,117.7232,117.3259
USD/JPY,24/11/2014,117.908,117.8854,117.8043,117.7754,117.6477,117.2631
USD/JPY,21/11/2014,117.702,117.6806,117.5977,117.5661,117.4402,117.0407
USD/JPY,20/11/2014,118.53,118.5095,118.4304,118.3942,118.2667,117.8768
USD/JPY,19/11/2014,117.357,117.3341,117.25,117.2104,117.0812,116.662
USD/JPY,18/11/2014,116.633,116.6102,116.5353,116.4987,116.3691,115.9741
USD/JPY,17/11/2014,115.747,115.7256,115.6535,115.6187,115.496,115.1176
USD/JPY,14/11/2014,116.003,115.9824,115.9107,115.8793,115.7551,115.3649
USD/JPY,14/11/2014,116.003,115.9824,115.9107,115.8793,115.7551,115.3649
USD/JPY,13/11/2014,115.73,115.7098,115.6361,115.6041,115.4741,115.0778
USD/JPY,12/11/2014,115.602,115.5809,115.5129,115.4775,115.3583,114.9843
USD/JPY,11/11/2014,115.073,115.0522,114.9886,114.9584,114.8431,114.474
USD/JPY,10/11/2014,114.156,114.137,114.0714,114.0425,113.927,113.5693
USD/JPY,7/11/2014,115.358,115.3381,115.2708,115.2404,115.126,114.7422
USD/JPY,5/11/2014,113.901,113.8785,113.8131,113.7809,113.6662,113.2931
USD/JPY,3/11/2014,112.701,112.6769,112.6133,112.5836,112.4689,112.1305
USD/JPY,31/10/2014,109.38,109.3585,109.2978,109.2704,109.1684,108.8554
USD/JPY,30/10/2014,109.027,109.0066,108.9454,108.918,108.8165,108.5074
USD/JPY,29/10/2014,108.145,108.1241,108.0984,108.0363,107.9398,107.6568
USD/JPY,28/10/2014,107.868,107.8477,107.8231,107.7623,107.6683,107.3965
USD/JPY,27/10/2014,107.99,107.9659,107.9426,107.8767,107.7795,107.4937
USD/JPY,22/10/2014,106.934,106.9061,106.882,106.8169,106.7226,106.4258
USD/JPY,21/10/2014,106.382,106.3552,106.3339,106.2743,106.1767,105.9001
USD/JPY,20/10/2014,107.354,107.3273,107.3069,107.2469,107.15,106.8621
USD/JPY,17/10/2014,106.262,106.239,106.2166,106.157,106.0591,105.7638
USD/JPY,16/10/2014,106.21,106.1868,106.1644,106.1044,106.0159,105.7478
USD/JPY,14/10/2014,107.191,107.1685,107.1485,107.0868,106.998,106.7191
USD/JPY,13/10/2014,107.186,107.1636,107.1462,107.0827,106.9965,106.7069
USD/JPY,13/10/2014,107.186,107.1636,107.1462,107.0827,106.9965,106.7069
USD/JPY,13/10/2014,107.186,107.1636,107.1462,107.0827,106.9965,106.7069
USD/JPY,10/10/2014,107.783,107.7605,107.7405,107.68,107.5917,107.2978
USD/JPY,9/10/2014,107.916,107.8921,107.8687,107.8043,107.7139,107.4157
USD/JPY,8/10/2014,108.34,108.3144,108.2916,108.2201,108.1323,107.7898
USD/JPY,7/10/2014,109.125,109.0989,109.0762,109.0104,108.9183,108.5873
USD/JPY,1/10/2014,109.923,109.9007,109.8796,109.8124,109.7199,109.3772
USD/JPY,30/09/2014,109.299,109.2754,109.2545,109.1861,109.0941,108.7423
USD/JPY,30/09/2014,109.299,109.2754,109.2545,109.1861,109.0941,108.7423
USD/JPY,29/09/2014,109.416,109.3904,109.3692,109.2904,109.1991,108.8712
USD/JPY,26/09/2014,108.954,108.9205,108.8961,108.8738,108.73,108.4121
USD/JPY,26/09/2014,108.954,108.9205,108.8961,108.8738,108.73,108.4121
USD/JPY,25/09/2014,109.143,109.1123,109.0878,109.0653,108.9259,108.5869
USD/JPY,24/09/2014,108.58,108.5456,108.5217,108.4966,108.344,108.0137
USD/JPY,23/09/2014,108.744,108.704,108.6817,108.6576,108.5081,108.1572
USD/JPY,22/09/2014,108.748,108.6942,108.6702,108.6436,108.4936,108.1391
USD/JPY,19/09/2014,109.243,109.2019,109.1742,109.1505,109.008,108.6501
USD/JPY,18/09/2014,108.67,108.6345,108.6078,108.5856,108.446,108.1009
USD/JPY,17/09/2014,107.234,107.1935,107.1689,107.1434,106.9981,106.6561
USD/JPY,16/09/2014,107.172,107.1399,107.119,107.0966,106.968,106.6379
USD/JPY,15/09/2014,107.246,107.2176,107.1947,107.174,107.0418,106.7124
USD/JPY,12/9/2014,107.378,107.3422,107.3203,107.2996,107.1662,106.8309
USD/JPY,11/9/2014,106.793,106.7536,106.7321,106.7116,106.5841,106.2604
USD/JPY,10/9/2014,106.409,106.3615,106.3364,106.3111,106.1695,105.8412
USD/JPY,9/9/2014,106.232,106.1906,106.1685,106.1439,106.0181,105.7146
USD/JPY,8/9/2014,105.079,105.0516,105.0277,105.0061,104.898,104.6152
USD/JPY,5/9/2014,105.303,105.2773,105.2535,105.2324,105.127,104.8261
USD/JPY,4/9/2014,104.831,104.8068,104.7832,104.763,104.6612,104.3718
USD/JPY,3/9/2014,105.217,105.194,105.172,105.1502,105.0514,104.7579
USD/JPY,2/9/2014,104.82,104.7962,104.775,104.754,104.656,104.3778
USD/JPY,1/9/2014,104.193,104.17,104.1477,104.1265,104.031,103.7554
USD/JPY,28/08/2014,103.752,103.7289,103.7057,103.6853,103.5898,103.3159
USD/JPY,27/08/2014,104.017,103.9974,103.9706,103.9489,103.8558,103.5818
USD/JPY,26/08/2014,103.848,103.8284,103.8037,103.7799,103.6853,103.4115
USD/JPY,26/08/2014,103.848,103.8284,103.8037,103.7799,103.6853,103.4115
USD/JPY,25/08/2014,104.232,104.2105,104.1861,104.1634,104.068,103.7942
USD/JPY,22/08/2014,103.804,103.7829,103.7566,103.7349,103.638,103.3661
USD/JPY,21/08/2014,103.868,103.847,103.8197,103.7991,103.702,103.43
USD/JPY,20/08/2014,103.149,103.1279,103.1047,103.0802,102.9883,102.731
USD/JPY,19/08/2014,102.594,102.5739,102.5517,102.5297,102.4366,102.1989
USD/JPY,14/08/2014,102.583,102.5639,102.5405,102.52,102.4277,102.1809
USD/JPY,13/08/2014,102.298,102.2788,102.2583,102.2346,102.1403,101.8889
USD/JPY,12/8/2014,102.28,102.261,102.2412,102.2187,102.1212,101.8737
USD/JPY,11/8/2014,102.144,102.1244,102.1042,102.0821,101.9856,101.734
USD/JPY,8/8/2014,101.743,101.7247,101.7021,101.6802,101.5884,101.3347
USD/JPY,7/8/2014,102.176,102.158,102.1353,102.1142,102.0203,101.7691
USD/JPY,6/8/2014,102.568,102.5499,102.5293,102.5055,102.4112,102.1552
USD/JPY,5/8/2014,102.548,102.5288,102.5085,102.4859,102.3894,102.1401
USD/JPY,4/8/2014,102.669,102.6488,102.6289,102.6075,102.5123,102.2618
USD/JPY,1/8/2014,102.955,102.9368,102.9158,102.8942,102.7991,102.536
USD/JPY,31/07/2014,102.784,102.7665,102.7451,102.7239,102.6281,102.3611
USD/JPY,30/07/2014,102.11,102.0918,102.0725,102.0485,101.956,101.6956
USD/JPY,28/07/2014,101.827,101.8082,101.7879,101.7637,101.6675,101.4228
USD/JPY,25/07/2014,101.773,101.7539,101.7338,101.7107,101.6154,101.3691
USD/JPY,24/07/2014,101.488,101.469,101.4477,101.4247,101.335,101.0989
USD/JPY,23/07/2014,101.425,101.4058,101.386,101.3623,101.2713,101.0391
USD/JPY,22/07/2014,101.494,101.4738,101.4537,101.432,101.338,101.1017
USD/JPY,21/07/2014,101.223,101.2018,101.1825,101.1602,101.069,100.843
USD/JPY,18/07/2014,101.35,101.3286,101.3086,101.2863,101.195,100.9749
USD/JPY,17/07/2014,101.498,101.4786,101.4597,101.4362,101.346,101.123
USD/JPY,16/07/2014,101.745,101.7259,101.7061,101.6819,101.5916,101.371
USD/JPY,15/07/2014,101.594,101.5746,101.5553,101.5338,101.4433,101.234
USD/JPY,14/07/2014,101.398,101.3777,101.3598,101.3385,101.2484,101.0371
USD/JPY,11/7/2014,101.278,101.2588,101.239,101.2155,101.13,100.9151
USD/JPY,10/7/2014,101.536,101.5179,101.4971,101.4765,101.3907,101.1808
USD/JPY,9/7/2014,101.62,101.6022,101.5824,101.5583,101.477,101.2621
USD/JPY,8/7/2014,101.773,101.7551,101.7353,101.7145,101.6293,101.4191
USD/JPY,8/7/2014,101.827,101.8091,101.7905,101.7689,101.685,101.4761
USD/JPY,7/7/2014,102.136,102.1151,102.0961,102.0751,101.991,101.7711
USD/JPY,4/7/2014,102.09,102.0702,102.0499,102.0293,101.9451,101.736
USD/JPY,3/7/2014,101.87,101.8512,101.8298,101.8094,101.7257,101.5249
USD/JPY,2/7/2014,101.6,101.5772,101.5557,101.5355,101.4529,101.2523
USD/JPY,1/7/2014,101.424,101.3992,101.3797,101.3587,101.2723,101.0792
USD/JPY,30/06/2014,101.324,101.3031,101.2842,101.2636,101.1838,100.9898
USD/JPY,27/06/2014,101.42,101.4011,101.3807,101.3619,101.282,101.0879
USD/JPY,26/06/2014,101.755,101.7353,101.7176,101.6977,101.6326,101.424
USD/JPY,25/06/2014,101.924,101.9048,101.8871,101.8658,101.8,101.5901
USD/JPY,24/06/2014,101.906,101.8857,101.868,101.8477,101.7828,101.5771
USD/JPY,23/06/2014,101.928,101.9093,101.8896,101.8705,101.8078,101.6006
USD/JPY,20/06/2014,101.868,101.8507,101.8316,101.8121,101.751,101.5461
USD/JPY,19/06/2014,101.887,101.8688,101.848,101.8298,101.766,101.5622
USD/JPY,18/06/2014,102.254,102.2352,102.2177,102.1962,102.1307,101.9161
USD/JPY,17/06/2014,101.971,101.9515,101.9347,101.9143,101.8479,101.633
USD/JPY,16/06/2014,101.789,101.771,101.7523,101.7323,101.666,101.469
USD/JPY,13/06/2014,101.922,101.9047,101.8852,101.8666,101.8031,101.61
USD/JPY,12/6/2014,102.086,102.0685,102.0487,102.0309,101.9698,101.782
USD/JPY,11/6/2014,102.274,102.2555,102.2373,102.2165,102.1523,101.9648
USD/JPY,10/6/2014,102.352,102.3321,102.3145,102.2951,102.2302,102.0421
USD/JPY,9/6/2014,102.519,102.5001,102.4812,102.4615,102.3976,102.2161
USD/JPY,6/6/2014,102.349,102.331,102.3121,102.2948,102.2295,102.0401
USD/JPY,5/6/2014,102.484,102.4653,102.4442,102.4256,102.361,102.1718
USD/JPY,4/6/2014,102.695,102.6757,102.657,102.6364,102.5697,102.3861
USD/JPY,3/6/2014,102.387,102.3676,102.3488,102.3292,102.263,102.0735
USD/JPY,2/6/2014,102.043,102.0227,102.0054,101.9855,101.9201,101.7313
USD/JPY,30/05/2014,101.63,101.6123,101.5926,101.5731,101.5065,101.3187
USD/JPY,29/05/2014,101.739,101.7207,101.7006,101.6806,101.6159,101.4307
USD/JPY,28/05/2014,101.95,101.9318,101.9107,101.8931,101.827,101.6388
USD/JPY,27/05/2014,101.964,101.9446,101.926,101.9065,101.841,101.6523
USD/JPY,26/05/2014,101.93,101.908,101.8899,101.8701,101.7992,101.613
USD/JPY,23/05/2014,101.752,101.7328,101.7136,101.6939,101.6262,101.4431
USD/JPY,22/05/2014,101.697,101.6795,101.66,101.6406,101.575,101.3907
USD/JPY,21/05/2014,101.178,101.16,101.1408,101.1198,101.053,100.8671
USD/JPY,20/05/2014,101.376,101.3569,101.3375,101.3161,101.248,101.0669
USD/JPY,19/05/2014,101.473,101.4512,101.4318,101.4114,101.344,101.1578
USD/JPY,16/05/2014,101.453,101.4336,101.4127,101.3929,101.3271,101.149
USD/JPY,15/05/2014,101.836,101.8165,101.7953,101.7772,101.7111,101.532
USD/JPY,13/05/2014,102.321,102.3018,102.2833,102.2634,102.1971,102.022
USD/JPY,12/5/2014,101.966,101.9462,101.9289,101.9087,101.845,101.6717
USD/JPY,9/5/2014,101.687,101.6689,101.6493,101.6308,101.566,101.398
USD/JPY,8/5/2014,101.838,101.8198,101.7993,101.7806,101.7189,101.5486
USD/JPY,7/5/2014,101.61,101.5909,101.5724,101.552,101.49,101.3124
USD/JPY,6/5/2014,102.043,102.0244,102.0071,101.9875,101.926,101.7512
USD/JPY,5/5/2014,101.942,101.923,101.9051,101.886,101.821,101.6462
USD/JPY,2/5/2014,102.36,102.3413,102.3247,102.3062,102.2456,102.0735
USD/JPY,30/04/2014,102.385,102.3657,102.348,102.3286,102.2671,102.0888
USD/JPY,29/04/2014,102.488,102.4692,102.4525,102.4343,102.3724,102.2042
USD/JPY,28/04/2014,102.242,102.2228,102.2057,102.1878,102.1262,101.956
USD/JPY,25/04/2014,102.329,102.3124,102.2953,102.2774,102.2191,102.049
USD/JPY,23/04/2014,102.555,102.5382,102.5223,102.506,102.4472,102.2808
USD/JPY,22/04/2014,102.642,102.6242,102.6092,102.5922,102.537,102.3712
USD/JPY,21/04/2014,102.564,102.5484,102.5314,102.5146,102.459,102.2991
USD/JPY,17/04/2014,102.007,101.9919,101.975,101.9591,101.9028,101.7422
USD/JPY,16/04/2014,102.183,102.1659,102.1492,102.1335,102.076,101.9152
USD/JPY,15/04/2014,101.906,101.8868,101.871,101.8546,101.7961,101.6289
USD/JPY,11/4/2014,101.633,101.6174,101.6013,101.5858,101.5315,101.3696
USD/JPY,10/4/2014,101.683,101.6676,101.6515,101.6365,101.5823,101.4197
USD/JPY,9/4/2014,101.98,101.9635,101.9485,101.9315,101.8739,101.7025
USD/JPY,7/4/2014,103.253,103.2373,103.2217,103.2049,103.1455,102.9724
USD/JPY,4/4/2014,103.921,103.9061,103.8899,103.8745,103.8149,103.6373
USD/JPY,3/4/2014,103.967,103.9527,103.9373,103.922,103.8649,103.6864
USD/JPY,2/4/2014,103.865,103.8496,103.8365,103.819,103.7662,103.5942
USD/JPY,28/03/2014,102.165,102.1494,102.1331,102.1176,102.0605,101.8871
USD/JPY,27/03/2014,102.162,102.1438,102.1298,102.1131,102.0567,101.8771
USD/JPY,26/03/2014,102.271,102.2525,102.2372,102.221,102.1642,101.9824
USD/JPY,25/03/2014,102.336,102.3181,102.3039,102.2895,102.228,102.049
USD/JPY,24/03/2014,0,0,0,0,0,0
USD/JPY,21/03/2014,102.356,102.3395,102.324,102.3087,102.2524,102.0734
USD/JPY,20/03/2014,102.273,102.256,102.2397,102.2247,102.1641,101.9809
USD/JPY,19/03/2014,101.506,101.49,101.4739,101.4594,101.4031,101.2349
USD/JPY,18/03/2014,101.803,101.7864,101.7724,101.756,101.6989,101.5301
USD/JPY,14/03/2014,101.708,101.6926,101.6774,101.6616,101.6078,101.4326
USD/JPY,13/03/2014,102.758,102.743,102.7276,102.7128,102.6534,102.479
USD/JPY,12/3/2014,103.023,103.0075,102.9929,102.976,102.92,102.7432
USD/JPY,11/3/2014,103.236,103.22,103.2062,103.1902,103.132,102.959
USD/JPY,10/3/2014,103.073,103.0562,103.0425,103.0263,102.9684,102.7891
USD/JPY,7/3/2014,102.949,102.9344,102.919,102.9024,102.8459,102.6729
USD/JPY,6/3/2014,102.659,102.6442,102.6286,102.6142,102.5572,102.3911
USD/JPY,5/3/2014,102.237,102.2219,102.2074,102.1907,102.1329,101.9658
USD/JPY,4/3/2014,101.694,101.678,101.6627,101.6465,101.5868,101.419
USD/JPY,3/3/2014,101.388,101.3713,101.3554,101.339,101.2805,101.115
USD/JPY,28/02/2014,101.792,101.7768,101.7605,101.746,101.6866,101.5203
USD/JPY,26/02/2014,102.331,102.3159,102.3005,102.2843,102.228,102.0578
USD/JPY,25/02/2014,102.577,102.5632,102.5471,102.5315,102.4759,102.301
USD/JPY,24/02/2014,102.211,102.1975,102.1805,102.1644,102.11,101.9341
USD/JPY,21/02/2014,102.49,102.4761,102.4605,102.4432,102.3891,102.214
USD/JPY,20/02/2014,101.93,101.9167,101.9007,101.8837,101.827,101.6543
USD/JPY,19/02/2014,102.238,102.2226,102.2089,102.1927,102.1338,101.9642
USD/JPY,18/02/2014,102.548,102.5338,102.5174,102.5014,102.4444,102.27
USD/JPY,17/02/2014,101.59,101.5762,101.5591,101.5439,101.488,101.3149
USD/JPY,14/02/2014,101.777,101.7633,101.7473,101.7312,101.6766,101.5032
USD/JPY,13/02/2014,102.173,102.16,102.1451,102.1291,102.074,101.9001
USD/JPY,12/2/2014,102.575,102.5614,102.5465,102.5305,102.4737,102.2917
USD/JPY,11/2/2014,102.163,102.1492,102.1334,102.1179,102.0602,101.886
USD/JPY,10/2/2014,102.408,102.3945,102.3783,102.363,102.3046,102.1307
USD/JPY,7/2/2014,101.99,101.9773,101.9611,101.9455,101.8896,101.7039
USD/JPY,6/2/2014,101.631,101.6184,101.6024,101.5854,101.5268,101.3372
USD/JPY,5/2/2014,101.425,101.4121,101.3958,101.381,101.321,101.1273
USD/JPY,4/2/2014,101.281,101.267,101.25,101.2318,101.1694,100.9699
USD/JPY,3/2/2014,102.392,102.3789,102.3619,102.3446,102.2815,102.0779
USD/JPY,31/01/2014,102.426,102.414,102.399,102.3816,102.3209,102.1238
USD/JPY,30/01/2014,102.463,102.4499,102.4357,102.4165,102.3541,102.1518
USD/JPY,29/01/2014,103.26,103.2482,103.2339,103.2175,103.159,102.9559
USD/JPY,28/01/2014,102.698,102.685,102.6711,102.6549,102.5951,102.3909
USD/JPY,27/01/2014,102.501,102.4858,102.47,102.4505,102.3852,102.1638
USD/JPY,24/01/2014,103.44,103.4249,103.411,103.3941,103.332,103.1287
USD/JPY,23/01/2014,104.295,104.2809,104.2683,104.2517,104.1932,103.9907
USD/JPY,22/01/2014,104.16,104.1459,104.1325,104.1165,104.0589,103.8601
USD/JPY,21/01/2014,104.679,104.6637,104.6506,104.635,104.577,104.3811
USD/JPY,20/01/2014,104.049,104.0335,104.0207,104.0055,103.9471,103.7557
USD/JPY,17/01/2014,104.37,104.3555,104.3402,104.3258,104.267,104.0755
USD/JPY,16/01/2014,104.73,104.7154,104.7011,104.6858,104.6278,104.4322
USD/JPY,10/1/2014,104.903,104.8876,104.8756,104.8589,104.801,104.5942
USD/JPY,9/1/2014,104.872,104.8585,104.8457,104.83,104.7709,104.571
USD/JPY,8/1/2014,104.893,104.8801,104.8675,104.852,104.7915,104.5963
USD/JPY,7/1/2014,104.455,104.4411,104.4278,104.4112,104.3519,104.1598
USD/JPY,6/1/2014,104.387,104.3724,104.3591,104.3428,104.282,104.0867
USD/JPY,3/1/2014,104.27,104.2562,104.2436,104.2255,104.166,103.9759
USD/JPY,2/1/2014,105.298,105.2823,105.2685,105.2504,105.1877,104.996
USD/JPY,1/1/2014,105.103,105.0874,105.0726,105.0552,104.9911,104.7971
USD/JPY,31/12/2013,104.977,104.9615,104.947,104.9295,104.8663,104.6723
USD/JPY,30/12/2013,105.307,105.2921,105.2786,105.2592,105.1948,105.0075
USD/JPY,27/12/2013,104.762,104.7489,104.7339,104.7154,104.651,104.4591
USD/JPY,26/12/2013,104.724,104.712,104.6988,104.6813,104.6212,104.4302
USD/JPY,24/12/2013,104.348,104.3331,104.3206,104.3066,104.243,104.0605
USD/JPY,23/12/2013,104.06,104.0422,104.0282,104.0137,103.9511,103.7703
USD/JPY,20/12/2013,104.445,104.4217,104.4077,104.3927,104.3309,104.1439
USD/JPY,19/12/2013,104.003,103.9774,103.9628,103.9489,103.8906,103.7124
USD/JPY,18/12/2013,102.967,102.9386,102.9254,102.9118,102.8541,102.6784
USD/JPY,17/12/2013,102.973,102.9408,102.9268,102.9126,102.853,102.6752
USD/JPY,16/12/2013,102.81,102.7765,102.7635,102.7495,102.6904,102.5148
USD/JPY,13/12/2013,103.848,103.8162,103.8003,103.7878,103.729,103.5519
USD/JPY,12/12/2013,102.565,102.5347,102.5186,102.5049,102.4488,102.2751
USD/JPY,11/12/2013,102.698,102.6636,102.6495,102.6355,102.576,102.4017
USD/JPY,10/12/2013,103.279,103.2419,103.2282,103.2139,103.1548,102.9819
USD/JPY,9/12/2013,102.96,102.9245,102.9107,102.8965,102.8375,102.6679
USD/JPY,6/12/2013,101.927,101.8941,101.8791,101.8647,101.8051,101.6413
USD/JPY,5/12/2013,102.314,102.281,102.2656,102.251,102.1922,102.0272
USD/JPY,4/12/2013,102.61,102.5773,102.5624,102.5477,102.4887,102.3184
USD/JPY,3/12/2013,103.36,103.3287,103.3136,103.2994,103.2409,103.0704
USD/JPY,2/12/2013,102.333,102.3032,102.2894,102.2743,102.2159,102.0499
USD/JPY,29/11/2013,102.324,102.2941,102.2815,102.2668,102.2072,102.0404
USD/JPY,28/11/2013,102.065,102.0364,102.0235,102.009,101.9479,101.7832
USD/JPY,27/11/2013,101.497,101.483,101.4554,101.4397,101.3791,101.2134
USD/JPY,26/11/2013,101.499,101.4851,101.4567,101.4421,101.382,101.2229
USD/JPY,25/11/2013,101.702,101.6896,101.6631,101.6465,101.588,101.4247
USD/JPY,22/11/2013,101.142,101.1295,101.1022,101.0855,101.0279,100.8662
USD/JPY,21/11/2013,100.398,100.3853,100.3582,100.3428,100.2849,100.1238
USD/JPY,20/11/2013,100.031,100.018,99.9921,99.9736,99.916,99.7406
USD/JPY,19/11/2013,99.8605,99.8464,99.8207,99.8035,99.7444,99.574
USD/JPY,18/11/2013,100.17,100.157,100.1297,100.1124,100.0545,99.8846
USD/JPY,14/11/2013,99.6535,99.6405,99.612,99.5962,99.5357,99.3615
USD/JPY,13/11/2013,99.4703,99.4571,99.4302,99.4114,99.3511,99.1617
USD/JPY,12/11/2013,99.469,99.4558,99.4291,99.4119,99.352,99.1719
USD/JPY,11/11/2013,99.0075,98.9953,98.9679,98.9505,98.8918,98.7102
USD/JPY,8/11/2013,98.105,98.0925,98.065,98.0486,97.992,97.812
USD/JPY,7/11/2013,98.6265,98.6139,98.5869,98.5692,98.5111,98.3329
USD/JPY,6/11/2013,98.7145,98.7014,98.6751,98.6578,98.5976,98.4154
USD/JPY,5/11/2013,98.4825,98.468,98.4333,98.4241,98.3642,98.1768
USD/JPY,1/11/2013,97.986,97.9716,97.943,97.9268,97.866,97.6842
USD/JPY,31/10/2013,98.46,98.4461,98.418,98.4015,98.34,98.1614
USD/JPY,30/10/2013,98.14,98.1259,98.0956,98.0804,98.021,97.8382
USD/JPY,29/10/2013,97.5555,97.5425,97.527,97.4965,97.4376,97.2574
USD/JPY,28/10/2013,97.583,97.5699,97.555,97.5246,97.4656,97.2889
USD/JPY,25/10/2013,96.96,96.9459,96.9317,96.9029,96.843,96.6661
USD/JPY,24/10/2013,97.353,97.3378,97.322,97.2925,97.2312,97.0488
USD/JPY,23/10/2013,97.326,97.3109,97.2965,97.2654,97.2069,97.0298
USD/JPY,23/10/2013,97.326,97.3109,97.2965,97.2654,97.2069,97.0298
USD/JPY,22/10/2013,98.331,98.315,98.2995,98.2685,98.2076,98.0224
USD/JPY,21/10/2013,97.979,97.9624,97.9475,97.9167,97.8549,97.6711
USD/JPY,18/10/2013,98.007,97.9916,97.9806,97.9503,97.8836,97.694
USD/JPY,17/10/2013,98.6095,98.5934,98.5822,98.5483,98.481,98.2846
USD/JPY,15/10/2013,98.4905,98.4644,98.4287,98.3934,98.3545,98.1398
USD/JPY,14/10/2013,98.2865,98.2694,98.2545,98.2187,98.1378,97.9324
USD/JPY,11/10/2013,98.451,98.4344,98.4199,98.3887,98.3113,98.0961
USD/JPY,10/10/2013,97.7435,97.727,97.7089,97.6778,97.6044,97.3797
USD/JPY,9/10/2013,97.338,97.3207,97.3033,97.2673,97.191,96.964
USD/JPY,8/10/2013,96.9468,96.9293,96.9123,96.8772,96.8028,96.5837
USD/JPY,7/10/2013,97.1425,97.1263,97.1104,97.0794,97.0125,96.8014
USD/JPY,4/10/2013,97.2,97.1861,97.171,97.1402,97.0768,96.8732
USD/JPY,3/10/2013,97.657,97.6426,97.627,97.5971,97.537,97.3295
USD/JPY,1/10/2013,98.3355,98.318,98.3037,98.2701,98.208,98.0016
USD/JPY,30/09/2013,98.0005,97.9833,97.9693,97.9353,97.8755,97.6811
USD/JPY,27/09/2013,98.709,98.6943,98.6655,98.6551,98.5924,98.4143
USD/JPY,26/09/2013,98.7855,98.7708,98.7568,98.7401,98.6705,98.4793
USD/JPY,25/09/2013,98.7185,98.7038,98.6889,98.6732,98.6055,98.4043
USD/JPY,24/09/2013,98.822,98.8054,98.7909,98.7738,98.703,98.5104
USD/JPY,23/09/2013,99.1345,99.1188,99.1041,99.0863,99.0148,98.8235
USD/JPY,20/09/2013,99.1915,99.1767,99.1606,99.1485,99.0735,98.8882
USD/JPY,19/09/2013,98.47,98.4559,98.4406,98.4303,98.356,98.1696
USD/JPY,18/09/2013,99.22,99.2053,99.1902,99.1768,99.1027,98.8954
USD/JPY,17/09/2013,99.2605,99.2463,99.2317,99.2159,99.1434,98.9406
USD/JPY,16/09/2013,98.907,98.8937,98.8784,98.862,98.7908,98.5847
USD/JPY,13/09/2013,99.7065,99.6927,99.6776,99.6617,99.5878,99.3645
USD/JPY,12/9/2013,99.54,99.5262,99.5107,99.4953,99.426,99.2045
USD/JPY,11/9/2013,100.527,100.512,100.4971,100.4813,100.41,100.1752
USD/JPY,10/9/2013,99.6205,99.6058,99.5912,99.5749,99.5025,99.2802
USD/JPY,6/9/2013,99.9145,99.9014,99.8855,99.8709,99.7975,99.5515
USD/JPY,5/9/2013,99.723,99.7101,99.6939,99.6788,99.6065,99.3739
USD/JPY,4/9/2013,99.6495,99.6365,99.6221,99.6066,99.5385,99.3084
