Currency,Date,SpotRate,1MF,2MF,3MF,6MF,12MF
USD/JPY,3/9/2013,99.503,99.4898,99.4753,99.4596,99.3892,99.1658
USD/JPY,2/9/2013,98.609,98.5961,98.5803,98.5648,98.4965,98.2745
USD/JPY,30/08/2013,98.2885,98.2761,98.2602,98.2443,98.1779,97.9496
USD/JPY,29/08/2013,97.6595,97.6463,97.6304,97.6148,97.5432,97.3141
USD/JPY,28/08/2013,97.17,97.1553,97.1409,97.1244,97.0511,96.8303
USD/JPY,27/08/2013,98.333,98.3185,98.3036,98.2862,98.2119,97.9804
USD/JPY,26/08/2013,98.7023,98.6871,98.6726,98.6546,98.5811,98.3491
USD/JPY,23/08/2013,99.054,99.04,99.0246,99.0074,98.9295,98.691
USD/JPY,22/08/2013,98.172,98.1585,98.1429,98.1262,98.051,97.8109
USD/JPY,21/08/2013,97.3105,97.2966,97.2822,97.2644,97.1912,96.963
USD/JPY,20/08/2013,97.5905,97.575,97.5611,97.5425,97.4647,97.2401
USD/JPY,19/08/2013,97.6135,97.5977,97.5838,97.5656,97.4917,97.2632
USD/JPY,16/08/2013,97.604,97.5896,97.5746,97.5567,97.4811,97.2561
USD/JPY,14/08/2013,97.973,97.9593,97.9443,97.9269,97.8505,97.6325
USD/JPY,13/08/2013,97.2575,97.2426,97.2287,97.2112,97.1375,96.9185
USD/JPY,12/8/2013,96.4443,96.4285,96.4158,96.3987,96.3241,96.1083
USD/JPY,8/8/2013,96.8505,96.8383,96.8236,96.8075,96.7331,96.5222
USD/JPY,7/8/2013,97.286,97.2737,97.2603,97.2436,97.1698,96.9546
USD/JPY,6/8/2013,98.2915,98.2779,98.2641,98.2464,98.1725,97.9565
USD/JPY,5/8/2013,98.831,98.8165,98.8032,98.7855,98.7115,98.492
USD/JPY,2/8/2013,99.4555,99.4415,99.4264,99.409,99.3344,99.1025
USD/JPY,1/8/2013,98.3,98.2857,98.2709,98.2528,98.1788,97.9465
USD/JPY,31/07/2013,98.035,98.0194,98.0052,97.9857,97.9125,97.6825
USD/JPY,30/07/2013,98.372,98.3571,98.3435,98.3251,98.2503,98.024
USD/JPY,29/07/2013,97.91,97.8963,97.8812,97.863,97.788,97.565
USD/JPY,26/07/2013,98.8615,98.8467,98.8312,98.8144,98.7425,98.5105
USD/JPY,25/07/2013,100.036,100.021,100.0059,99.9886,99.9132,99.6827
USD/JPY,24/07/2013,99.665,99.6504,99.6368,99.6204,99.546,99.3169
USD/JPY,23/07/2013,99.473,99.4591,99.4447,99.4277,99.353,99.1293
USD/JPY,22/07/2013,99.8775,99.8616,99.8491,99.8329,99.758,99.5245
USD/JPY,19/07/2013,100.099,100.0841,100.0715,100.0545,99.977,99.7533
USD/JPY,18/07/2013,100.107,100.0942,100.0796,100.063,99.9915,99.7651
USD/JPY,17/07/2013,99.388,99.3721,99.3584,99.339,99.2616,99.0165
USD/JPY,16/07/2013,99.7815,99.7658,99.7511,99.7328,99.6525,99.3995
USD/JPY,15/07/2013,99.2795,99.2638,99.2502,99.2323,99.153,98.896
USD/JPY,12/7/2013,99.028,99.0145,99.0004,98.9822,98.906,98.6515
USD/JPY,11/7/2013,98.6315,98.6154,98.6009,98.5814,98.498,98.2445
USD/JPY,10/7/2013,100.992,100.9765,100.9618,100.9406,100.8585,100.5855
USD/JPY,9/7/2013,101.125,101.1098,101.0954,101.0755,100.9888,100.719
USD/JPY,8/7/2013,101.193,101.178,101.1632,101.1418,101.0545,100.765
USD/JPY,5/7/2013,100.312,100.2999,100.2848,100.2641,100.18,99.9082
USD/JPY,4/7/2013,99.815,99.803,99.7877,99.7674,99.6813,99.39
USD/JPY,3/7/2013,99.811,99.7995,99.7852,99.7661,99.6829,99.4128
USD/JPY,2/7/2013,99.6375,99.6268,99.6129,99.5933,99.5105,99.244
USD/JPY,1/7/2013,99.3775,99.3661,99.3535,99.3342,99.2502,98.9875
USD/JPY,28/06/2013,98.967,98.9568,98.9416,98.9248,98.843,98.6009
USD/JPY,27/06/2013,97.751,97.7393,97.7248,97.7076,97.6211,97.3539
USD/JPY,26/06/2013,97.873,97.8593,97.8438,97.8234,97.738,97.4247
USD/JPY,25/06/2013,97.46,97.4432,97.4264,97.4045,97.311,96.9767
USD/JPY,24/06/2013,98.44,98.4225,98.4044,98.3823,98.2941,98.0139
USD/JPY,21/06/2013,97.2725,97.2585,97.2439,97.2266,97.1546,96.9079
USD/JPY,20/06/2013,97.0025,96.9888,96.9713,96.9565,96.888,96.6567
USD/JPY,19/06/2013,95.246,95.2341,95.2204,95.2031,95.137,94.9295
USD/JPY,18/06/2013,94.875,94.8625,94.8477,94.8296,94.766,94.5604
USD/JPY,17/06/2013,94.7895,94.7762,94.7607,94.7426,94.674,94.4555
USD/JPY,14/06/2013,95.195,95.1813,95.1646,95.1438,95.072,94.8438
USD/JPY,13/06/2013,94.842,94.8258,94.8081,94.7873,94.7069,94.4622
USD/JPY,12/6/2013,96.466,96.4524,96.4351,96.4156,96.3455,96.1085
USD/JPY,11/6/2013,98.26,98.2464,98.232,98.2128,98.15,97.9205
USD/JPY,10/6/2013,98.2695,98.258,98.2423,98.2235,98.1555,97.9205
USD/JPY,7/6/2013,96.36,96.3483,96.3336,96.3165,96.25,96.037
USD/JPY,6/6/2013,99.1,99.0886,99.0719,99.0536,98.9859,98.7653
USD/JPY,5/6/2013,99.779,99.7686,99.7528,99.7329,99.669,99.4495
USD/JPY,4/6/2013,99.736,99.7249,99.7098,99.6902,99.6263,99.4077
USD/JPY,3/6/2013,100.587,100.5782,100.5613,100.5427,100.4758,100.249
USD/JPY,31/05/2013,100.973,100.9604,100.9452,100.9282,100.8632,100.6426
USD/JPY,30/05/2013,101.067,101.0562,101.0399,101.0219,100.9559,100.729
USD/JPY,29/05/2013,102.291,102.2814,102.2645,102.2463,102.179,101.9479
USD/JPY,28/05/2013,101.957,101.9456,101.9285,101.9085,101.8431,101.6255
USD/JPY,27/05/2013,101.061,101.0494,101.0322,101.0123,100.9457,100.7331
USD/JPY,24/05/2013,101.628,101.6148,101.5989,101.5787,101.509,101.2956
USD/JPY,23/05/2013,102.637,102.6251,102.6103,102.59,102.5211,102.3205
USD/JPY,22/05/2013,102.535,102.524,102.5077,102.4878,102.4238,102.223
USD/JPY,21/05/2013,102.503,102.4905,102.4746,102.4546,102.3874,102.1917
USD/JPY,20/05/2013,102.69,102.6764,102.6616,102.6416,102.5748,102.367
USD/JPY,17/05/2013,102.263,102.254,102.2374,102.2191,102.1565,101.9699
USD/JPY,16/05/2013,102.399,102.3876,102.3712,102.3527,102.2879,102.0923
USD/JPY,15/05/2013,102.107,102.097,102.0799,102.0598,101.996,101.801
USD/JPY,14/05/2013,101.462,101.4489,101.4339,101.4141,101.3452,101.1486
USD/JPY,13/05/2013,101.695,101.6806,101.6649,101.6454,101.5771,101.377
USD/JPY,10/5/2013,101.023,101.014,100.9941,100.9766,100.911,100.728
USD/JPY,9/5/2013,98.7575,98.746,98.7274,98.7082,98.6437,98.4607
USD/JPY,8/5/2013,98.97,98.957,98.9374,98.9177,98.852,98.656
USD/JPY,7/5/2013,99.1125,99.0985,99.0805,99.0599,98.9916,98.7995
USD/JPY,6/5/2013,99.093,99.0778,99.0603,99.0408,98.9754,98.7795
USD/JPY,3/5/2013,98.005,97.991,97.9733,97.9544,97.8884,97.698
USD/JPY,2/5/2013,97.2835,97.2695,97.2521,97.2323,97.1675,96.9785
USD/JPY,30/04/2013,97.953,97.9397,97.9227,97.9031,97.8319,97.6323
USD/JPY,29/04/2013,97.588,97.5758,97.557,97.5356,97.462,97.245
USD/JPY,26/04/2013,99.086,99.0696,99.0533,99.0323,98.9565,98.744
USD/JPY,25/04/2013,99.3745,99.3594,99.343,99.3213,99.248,99.0358
USD/JPY,23/04/2013,98.7855,98.7731,98.753,98.7319,98.6605,98.4411
USD/JPY,22/04/2013,99.841,99.8292,99.8075,99.7846,99.7141,99.486
USD/JPY,18/04/2013,98.23,98.217,98.1975,98.1766,98.097,97.8757
USD/JPY,17/04/2013,98.1558,98.1433,98.1258,98.1034,98.0276,97.8068
USD/JPY,16/04/2013,97.623,97.6088,97.5905,97.5678,97.489,97.2665
USD/JPY,15/04/2013,97.782,97.7675,97.7475,97.7244,97.6458,97.4155
USD/JPY,12/4/2013,99.43,99.4155,99.3945,99.374,99.2915,99.0645
USD/JPY,10/4/2013,99.025,99.01,98.99,98.9685,98.8835,98.6395
USD/JPY,9/4/2013,99.25,99.2324,99.213,99.1903,99.1108,98.8705
USD/JPY,8/4/2013,98.5335,98.5196,98.4962,98.4753,98.3913,98.156
USD/JPY,5/4/2013,96.33,96.3142,96.2941,96.2718,96.193,95.9657
USD/JPY,4/4/2013,92.904,92.8894,92.8644,92.848,92.763,92.5262
USD/JPY,3/4/2013,93.48,93.4617,93.4433,93.4232,93.339,93.1035
USD/JPY,2/4/2013,92.7965,92.7797,92.7585,92.7394,92.6575,92.412
USD/JPY,28/03/2013,94.0835,94.067,94.0447,94.0238,93.9425,93.6918
USD/JPY,26/03/2013,94.3,94.2813,94.2612,94.2406,94.1562,93.9095
USD/JPY,25/03/2013,94.8598,94.8429,94.8215,94.8052,94.7219,94.4778
USD/JPY,22/03/2013,94.9393,94.9223,94.9016,94.8791,94.7979,94.552
USD/JPY,21/03/2013,95.912,95.8955,95.8745,95.8516,95.7706,95.5261
USD/JPY,20/03/2013,95.0755,95.0585,95.0376,95.0099,94.9225,94.6607
USD/JPY,19/03/2013,95.6263,95.6087,95.5892,95.5606,95.4893,95.2543
USD/JPY,18/03/2013,94.7425,94.7239,94.7057,94.682,94.5933,94.3531
USD/JPY,15/03/2013,96.183,96.1665,96.1458,96.1257,96.0465,95.8182
USD/JPY,14/03/2013,95.9633,95.9463,95.9249,95.905,95.8275,95.5976
USD/JPY,13/03/2013,95.752,95.7347,95.7153,95.6922,95.614,95.3877
USD/JPY,12/3/2013,96.54,96.5236,96.5018,96.4806,96.398,96.1714
USD/JPY,11/3/2013,96.146,96.1329,96.1074,96.085,96.0077,95.779
USD/JPY,8/3/2013,95.335,95.3202,95.2973,95.2765,95.1985,94.9682
USD/JPY,7/3/2013,93.8805,93.8662,93.8447,93.8226,93.7445,93.5219
USD/JPY,6/3/2013,93.22,93.2059,93.1841,93.16,93.08,92.8482
USD/JPY,5/3/2013,93.217,93.2012,93.1779,93.1549,93.068,92.8333
USD/JPY,4/3/2013,93.3903,93.3716,93.3519,93.3287,93.2443,93.0043
USD/JPY,1/3/2013,92.6715,92.6576,92.6331,92.6109,92.5259,92.2935
USD/JPY,28/02/2013,92.27,92.2561,92.2305,92.2073,92.121,91.8832
USD/JPY,27/02/2013,91.955,91.9377,91.9165,91.892,91.8085,91.5748
USD/JPY,26/02/2013,92.0275,92.0108,91.9884,91.9658,91.8855,91.6636
USD/JPY,25/02/2013,94.0795,94.0652,94.0394,94.0184,93.9336,93.697
USD/JPY,22/02/2013,93.262,93.2465,93.2248,93.2014,93.1201,92.8919
USD/JPY,21/02/2013,93.4235,93.4091,93.387,93.3629,93.2859,93.0639
USD/JPY,20/02/2013,93.428,93.4157,93.3907,93.3678,93.292,93.0556
USD/JPY,18/02/2013,94.137,94.1217,94.096,94.0727,93.9883,93.7426
USD/JPY,15/02/2013,92.4025,92.3884,92.364,92.3387,92.2594,92.023
USD/JPY,14/02/2013,93.5335,93.5164,93.4942,93.4702,93.389,93.1461
USD/JPY,13/02/2013,92.896,92.8813,92.8563,92.8329,92.746,92.503
USD/JPY,12/2/2013,94.216,94.2021,94.1755,94.1528,94.0662,93.8191
USD/JPY,11/2/2013,92.5275,92.511,92.4873,92.4643,92.3797,92.1346
USD/JPY,8/2/2013,93.2665,93.2498,93.2277,93.2049,93.1185,92.8657
USD/JPY,7/2/2013,93.43,93.4165,93.3929,93.3721,93.281,93.0263
USD/JPY,6/2/2013,93.785,93.7723,93.7492,93.7285,93.6441,93.3942
USD/JPY,5/2/2013,92.3725,92.3582,92.3374,92.317,92.2385,92.008
USD/JPY,4/2/2013,92.691,92.6762,92.6551,92.6342,92.5539,92.3292
USD/JPY,1/2/2013,92.0708,92.0563,92.0356,92.0123,91.9338,91.6933
USD/JPY,31/01/2013,90.77,90.7582,90.7355,90.7137,90.639,90.411
USD/JPY,30/01/2013,90.945,90.9344,90.9128,90.8901,90.8133,90.5836
USD/JPY,29/01/2013,90.9342,90.9198,90.9018,90.8772,90.8018,90.5602
USD/JPY,28/01/2013,91.0275,91.0157,90.9947,90.9702,90.8952,90.6587
USD/JPY,24/01/2013,89.1225,89.1068,89.0882,89.066,88.9935,88.7686
USD/JPY,23/01/2013,88.2433,88.2266,88.2092,88.1873,88.1119,87.8895
USD/JPY,22/01/2013,89.051,89.0325,89.0132,88.9885,88.916,88.674
USD/JPY,21/01/2013,89.7,89.6788,89.6585,89.6335,89.5487,89.314
USD/JPY,18/01/2013,90,89.98,89.9592,89.9316,89.845,89.6199
USD/JPY,17/01/2013,88.2025,88.1833,88.1606,88.1374,88.0555,87.847
USD/JPY,16/01/2013,88.1258,88.108,88.0867,88.0601,87.9868,87.7778
USD/JPY,15/01/2013,88.9865,88.968,88.946,88.922,88.8465,88.6335
USD/JPY,14/01/2013,89.6225,89.5985,89.5795,89.5564,89.4775,89.2595
USD/JPY,11/1/2013,89.069,89.0479,89.0295,89.0073,88.9313,88.715
USD/JPY,10/1/2013,88.113,88.096,88.073,88.0497,87.981,87.777
USD/JPY,9/1/2013,87.408,87.391,87.37,87.351,87.279,87.087
USD/JPY,8/1/2013,87.565,87.549,87.529,87.508,87.4465,87.265
USD/JPY,7/1/2013,87.727,87.707,87.6891,87.6689,87.604,87.4203
USD/JPY,4/1/2013,87.777,87.759,87.739,87.718,87.654,87.467
USD/JPY,3/1/2013,87.215,87.198,87.178,87.158,87.1023,86.9351
USD/JPY,2/1/2013,87.232,87.2122,87.1947,87.1748,87.1143,86.9431
USD/JPY,1/1/2013,86.745,86.7257,86.7072,86.6846,86.6225,86.4375
USD/JPY,31/12/2012,86.008,85.9873,85.9689,85.949,85.8871,85.7128
USD/JPY,28/12/2012,86.392,86.373,86.3544,86.334,86.2742,86.0929
USD/JPY,27/12/2012,85.8195,85.7965,85.7765,85.7595,85.7001,85.5134
USD/JPY,26/12/2012,85.243,85.211,85.1984,85.176,85.1213,84.903
USD/JPY,24/12/2012,84.4355,84.4055,84.3875,84.3705,84.3035,84.1126
USD/JPY,21/12/2012,84.0348,84.0048,83.9863,83.9688,83.9026,83.7069
USD/JPY,20/12/2012,84.1447,84.1197,84.0978,84.0797,84.01,83.8117
USD/JPY,19/12/2012,84.277,84.252,84.2311,84.203,84.1383,83.934
USD/JPY,18/12/2012,84.0205,83.9985,83.98,83.9675,83.8935,83.6995
USD/JPY,17/12/2012,84.08,84.06,84.038,84.018,83.948,83.738
USD/JPY,14/12/2012,83.756,83.735,83.714,83.695,83.622,83.4206
USD/JPY,13/12/2012,83.47,83.442,83.42,83.402,83.327,83.1167
USD/JPY,12/12/2012,82.6203,82.5953,82.5703,82.5493,82.4755,82.2648
USD/JPY,11/12/2012,82.363,82.333,82.311,82.2897,82.2132,82.004
USD/JPY,10/12/2012,82.468,82.4355,82.4171,82.3967,82.3222,82.111
USD/JPY,7/12/2012,82.487,82.461,82.436,82.417,82.343,82.119
USD/JPY,6/12/2012,82.497,82.468,82.446,82.426,82.352,82.138
USD/JPY,5/12/2012,82.236,82.208,82.184,82.164,82.09,81.885
USD/JPY,5/12/2012,82.236,82.208,82.184,82.164,82.09,81.885
USD/JPY,5/12/2012,82.236,82.208,82.184,82.164,82.09,81.885
USD/JPY,5/12/2012,82.236,82.208,82.184,82.164,82.09,81.885
USD/JPY,4/12/2012,82.12,82.093,82.069,82.05,81.972,81.765
USD/JPY,3/12/2012,82.4475,82.4185,82.3965,82.3745,82.3025,82.0945
USD/JPY,3/12/2012,82.4475,82.4185,82.3965,82.3745,82.3025,82.0945
USD/JPY,30/11/2012,82.486,82.459,82.434,82.414,82.337,82.1374
USD/JPY,29/11/2012,82.118,82.1024,82.069,82.044,81.961,81.7576
USD/JPY,29/11/2012,82.118,82.1024,82.069,82.044,81.961,81.7576
USD/JPY,27/11/2012,82.008,81.994,81.957,81.928,81.8503,81.6488
USD/JPY,26/11/2012,82.29,82.2718,82.2348,82.2087,82.1293,81.914
USD/JPY,23/11/2012,82.1545,82.1362,82.0965,82.0721,81.99,81.7847
USD/JPY,22/11/2012,82.72,82.703,82.664,82.638,82.5555,82.3393
USD/JPY,21/11/2012,81.876,81.86,81.831,81.796,81.7133,81.5005
USD/JPY,20/11/2012,81.2648,81.2488,81.2068,81.1818,81.0941,80.8788
USD/JPY,19/11/2012,81.1908,81.1728,81.1338,81.1068,81.0208,80.7995
USD/JPY,19/11/2012,81.1908,81.1728,81.1338,81.1068,81.0208,80.7995
USD/JPY,16/11/2012,81.13,81.1101,81.073,81.047,80.958,80.7285
USD/JPY,15/11/2012,80.8315,80.8155,80.7755,80.7515,80.669,80.4708
USD/JPY,12/11/2012,79.484,79.466,79.431,79.406,79.3375,79.128
USD/JPY,9/11/2012,79.5055,79.4915,79.4508,79.4305,79.3593,79.1699
USD/JPY,8/11/2012,79.91,79.893,79.8563,79.837,79.7668,79.5852
USD/JPY,7/11/2012,80.105,80.087,80.0528,80.029,79.959,79.7622
USD/JPY,6/11/2012,80.0735,80.0532,80.0198,79.9995,79.9243,79.7345
USD/JPY,5/11/2012,80.4065,80.3867,80.3585,80.3325,80.2563,80.0668
USD/JPY,2/11/2012,80.33,80.3116,80.2773,80.2552,80.1799,79.9809
USD/JPY,1/11/2012,80.0085,79.9905,79.9605,79.9365,79.8565,79.6539
USD/JPY,31/10/2012,79.835,79.816,79.787,79.764,79.6838,79.4776
USD/JPY,31/10/2012,79.835,79.816,79.787,79.764,79.6838,79.4776
USD/JPY,31/10/2012,79.598,79.579,79.546,79.525,79.445,79.234
USD/JPY,30/10/2012,79.4505,79.4315,79.3939,79.3775,79.2945,79.0886
USD/JPY,29/10/2012,79.7295,79.7125,79.6933,79.6595,79.5763,79.3615
USD/JPY,26/10/2012,79.9013,79.8848,79.8723,79.8303,79.7471,79.5474
USD/JPY,25/10/2012,80.14,80.126,80.1066,80.072,79.9913,79.8
USD/JPY,23/10/2012,79.8475,79.8315,79.8175,79.7775,79.7015,79.5073
USD/JPY,22/10/2012,79.866,79.85,79.834,79.8,79.72,79.5245
USD/JPY,19/10/2012,79.353,79.334,79.318,79.285,79.2085,79.0124
USD/JPY,18/10/2012,79.1183,79.0983,79.0803,79.0503,78.9731,78.7756
USD/JPY,17/10/2012,78.672,78.653,78.633,78.5976,78.525,78.3358
USD/JPY,16/10/2012,78.902,78.8832,78.863,78.8306,78.7588,78.562
USD/JPY,15/10/2012,78.703,78.683,78.67,78.634,78.558,78.3603
USD/JPY,12/10/2012,78.388,78.37,78.353,78.32,78.2455,78.031
USD/JPY,11/10/2012,78.4025,78.3825,78.3604,78.3345,78.2515,78.0327
USD/JPY,10/10/2012,78.2303,78.2103,78.1904,78.1546,78.0784,77.8533
USD/JPY,9/10/2012,78.293,78.273,78.2531,78.22,78.136,77.9135
USD/JPY,8/10/2012,78.5405,78.5215,78.5035,78.4767,78.401,78.1705
USD/JPY,5/10/2012,78.458,78.438,78.42,78.388,78.308,78.0882
USD/JPY,4/10/2012,78.5725,78.5535,78.5345,78.5035,78.4215,78.2091
USD/JPY,3/10/2012,78.2355,78.2165,78.1975,78.1725,78.0865,77.8653
USD/JPY,1/10/2012,77.981,77.961,77.944,77.909,77.83,77.6048
USD/JPY,28/09/2012,77.4685,77.4495,77.4305,77.3915,77.314,77.0895
USD/JPY,27/09/2012,77.66,77.642,77.619,77.596,77.4998,77.2582
USD/JPY,26/09/2012,77.7385,77.7163,77.695,77.6791,77.5783,77.3475
USD/JPY,25/09/2012,77.79,77.7688,77.7486,77.7276,77.6375,77.4341
USD/JPY,25/09/2012,77.7998,77.7788,77.7588,77.7368,77.6468,77.4312
USD/JPY,24/09/2012,78.05,78.033,78.014,77.993,77.9065,77.7038
USD/JPY,21/09/2012,78.192,78.176,78.156,78.135,78.049,77.8474
USD/JPY,20/09/2012,78.168,78.1496,78.1284,78.1086,78.0235,77.8175
USD/JPY,18/09/2012,78.6585,78.6383,78.6194,78.5986,78.5165,78.3257
USD/JPY,17/09/2012,78.266,78.2479,78.229,78.2089,78.1317,77.9556
USD/JPY,14/09/2012,77.561,77.5417,77.521,77.501,77.4172,77.2271
USD/JPY,13/09/2012,77.72,77.703,77.684,77.665,77.5807,77.3844
USD/JPY,12/9/2012,77.906,77.888,77.869,77.8474,77.761,77.5522
USD/JPY,11/9/2012,78.2075,78.1905,78.1695,78.1505,78.0605,77.8472
USD/JPY,10/9/2012,78.301,78.283,78.263,78.2409,78.151,77.9361
USD/JPY,7/9/2012,78.943,78.925,78.904,78.8824,78.793,78.5668
USD/JPY,6/9/2012,78.4665,78.4505,78.4285,78.4085,78.3185,78.0898
USD/JPY,5/9/2012,78.3915,78.3755,78.3555,78.3325,78.2435,78.0202
USD/JPY,4/9/2012,78.3745,78.3565,78.3354,78.3145,78.2225,77.9893
USD/JPY,3/9/2012,78.341,78.324,78.302,78.28,78.187,77.9572
USD/JPY,31/08/2012,78.575,78.558,78.535,78.513,78.418,78.1762
USD/JPY,30/08/2012,78.6465,78.6295,78.6065,78.5845,78.4905,78.2505
USD/JPY,29/08/2012,78.6025,78.5925,78.5665,78.5435,78.4565,78.2186
USD/JPY,28/08/2012,78.5475,78.5345,78.5105,78.486,78.3958,78.172
USD/JPY,27/08/2012,78.775,78.7592,78.7368,78.7121,78.6178,78.382
USD/JPY,24/08/2012,78.4755,78.4604,78.4367,78.413,78.3183,78.0878
USD/JPY,23/08/2012,78.622,78.6074,78.5843,78.5614,78.4637,78.2225
USD/JPY,22/08/2012,79.2435,79.2275,79.2046,79.1775,79.074,78.8173
USD/JPY,21/08/2012,79.357,79.3387,79.3138,79.2842,79.1865,78.9217
USD/JPY,17/08/2012,79.455,79.4379,79.4139,79.3873,79.2828,79.0294
USD/JPY,16/08/2012,79.2325,79.2139,79.1881,79.1626,79.0585,78.795
USD/JPY,14/08/2012,78.5415,78.5211,78.4964,78.4666,78.3528,78.1021
USD/JPY,13/08/2012,78.301,78.2773,78.2524,78.224,78.1075,77.8562
USD/JPY,10/8/2012,78.4608,78.4401,78.4122,78.3823,78.2698,78.0068
USD/JPY,9/8/2012,78.495,78.4762,78.4486,78.4221,78.3103,78.0662
USD/JPY,8/8/2012,78.269,78.2468,78.2199,78.1896,78.083,77.8352
USD/JPY,7/8/2012,78.309,78.2868,78.262,78.234,78.128,77.8926
USD/JPY,6/8/2012,78.3195,78.2953,78.2681,78.2384,78.135,77.8943
USD/JPY,3/8/2012,78.2655,78.2398,78.2096,78.1815,78.0725,77.8219
USD/JPY,2/8/2012,78.1965,78.1715,78.1415,78.114,78.0085,77.7655
USD/JPY,1/8/2012,78.1465,78.1212,78.0935,78.0635,77.9575,77.7205
USD/JPY,31/07/2012,78.2495,78.2255,78.1984,78.1695,78.0623,77.826
USD/JPY,30/07/2012,78.23,78.204,78.1767,78.148,78.0415,77.7895
USD/JPY,30/07/2012,78.23,78.204,78.1767,78.148,78.0415,77.7895
USD/JPY,27/07/2012,78.2555,78.23,78.2048,78.1689,78.069,77.8002
USD/JPY,26/07/2012,78.132,78.1061,78.0785,78.0431,77.9329,77.6759
USD/JPY,25/07/2012,78.245,78.2168,78.1866,78.1506,78.043,77.7878
USD/JPY,24/07/2012,78.276,78.2489,78.2191,78.1845,78.0718,77.8146
USD/JPY,23/07/2012,78.1423,78.1103,78.0804,78.0452,77.9308,77.6785
USD/JPY,20/07/2012,78.5395,78.5138,78.4864,78.4566,78.355,78.1183
USD/JPY,19/07/2012,78.5998,78.5748,78.5457,78.5166,78.413,78.1573
USD/JPY,18/07/2012,79.0003,78.9754,78.9485,78.9166,78.8091,78.5383
USD/JPY,17/07/2012,78.956,78.9293,78.9015,78.8695,78.7598,78.4933
USD/JPY,16/07/2012,79.008,78.9803,78.9524,78.9191,78.808,78.5491
USD/JPY,13/07/2012,79.25,79.2208,79.1919,79.159,79.0465,78.7808
USD/JPY,12/7/2012,79.5225,79.4936,79.4636,79.4318,79.3153,79.0359
USD/JPY,11/7/2012,79.25,79.2235,79.1939,79.1584,79.0447,78.7635
USD/JPY,10/7/2012,79.4445,79.4163,79.3872,79.3508,79.2235,78.946
USD/JPY,9/7/2012,79.679,79.6483,79.6179,79.5806,79.4577,79.1584
USD/JPY,6/7/2012,79.836,79.808,79.775,79.7406,79.6178,79.3164
USD/JPY,5/7/2012,79.7168,79.6879,79.6548,79.6208,79.5048,79.2201
USD/JPY,4/7/2012,79.864,79.8339,79.8019,79.7635,79.647,79.358
USD/JPY,3/7/2012,79.837,79.7994,79.7655,79.7308,79.6058,79.3228
USD/JPY,2/7/2012,79.619,79.5825,79.5478,79.5137,79.3876,79.1049
USD/JPY,29/06/2012,79.523,79.4878,79.4534,79.4214,79.2983,79.0225
USD/JPY,29/06/2012,79.523,79.4878,79.4534,79.4214,79.2983,79.0225
USD/JPY,29/06/2012,79.523,79.4878,79.4534,79.4214,79.2983,79.0225
USD/JPY,28/06/2012,79.431,79.3999,79.365,79.3341,79.2109,78.9223
USD/JPY,27/06/2012,79.5175,79.482,79.4485,79.4175,79.307,79.0093
USD/JPY,26/06/2012,79.48,79.448,79.4196,79.3833,79.272,78.9772
USD/JPY,25/06/2012,79.895,79.8658,79.8347,79.8,79.6949,79.3993
USD/JPY,22/06/2012,80.2705,80.2427,80.21,80.176,80.0695,79.7601
USD/JPY,21/06/2012,79.9065,79.8803,79.8465,79.8155,79.7055,79.3973
USD/JPY,20/06/2012,78.971,78.9432,78.9148,78.8795,78.769,78.4699
USD/JPY,19/06/2012,79.0218,78.9918,78.9593,78.9238,78.8118,78.4867
USD/JPY,18/06/2012,79.199,79.1715,79.137,79.1028,78.9943,78.6776
USD/JPY,15/06/2012,78.643,78.6149,78.5812,78.5482,78.432,78.097
USD/JPY,14/06/2012,79.3275,79.2976,79.2622,79.2279,79.1065,78.7539
USD/JPY,13/06/2012,79.6525,79.6249,79.5965,79.5598,79.4363,79.0864
USD/JPY,12/6/2012,79.6015,79.5753,79.5467,79.5142,79.3965,79.0537
USD/JPY,11/6/2012,79.5925,79.5693,79.5415,79.5116,79.3905,79.0487
USD/JPY,8/6/2012,79.27,79.247,79.2165,79.1855,79.063,78.7033
USD/JPY,7/6/2012,79.4103,79.3881,79.359,79.329,79.2113,78.861
USD/JPY,6/6/2012,79.158,79.136,79.1078,79.0749,78.9555,78.5842
USD/JPY,5/6/2012,78.2595,78.2365,78.2065,78.1714,78.045,77.6604
USD/JPY,4/6/2012,78.102,78.073,78.041,78.0056,77.88,77.4828
USD/JPY,1/6/2012,78.128,78.102,78.068,78.0344,77.907,77.514
USD/JPY,31/05/2012,78.744,78.724,78.695,78.6635,78.5413,78.158
USD/JPY,30/05/2012,79.4605,79.4399,79.4155,79.3835,79.2645,78.8865
USD/JPY,29/05/2012,79.5,79.484,79.457,79.4265,79.305,78.9246
USD/JPY,28/05/2012,79.3735,79.3555,79.3315,79.3,79.181,78.8017
USD/JPY,25/05/2012,79.795,79.778,79.753,79.7229,79.6065,79.215
USD/JPY,24/05/2012,79.5195,79.5015,79.4765,79.4465,79.3215,78.929
USD/JPY,23/05/2012,79.5715,79.5575,79.5286,79.4971,79.3805,78.9915
USD/JPY,22/05/2012,79.727,79.71,79.686,79.6545,79.531,79.1564
USD/JPY,21/05/2012,79.2965,79.2795,79.2565,79.225,79.1005,78.7207
USD/JPY,18/05/2012,79.4585,79.4415,79.4148,79.3805,79.2435,78.849
USD/JPY,17/05/2012,80.329,80.312,80.287,80.2565,80.1345,79.7524
