Date,Signal,FX_name,Period,Foreign_IR,Domestic_IR,FX_Rate,Equity,Asset Pos,Unreal_Return,Real_Return,Drawdown
2009-01-02,4.260450150495032e-05,AUD,2M,0.047874999999999994,0.0075625,65.33,10000,20000.0,0.009766662526117414,0,0
2009-01-05,4.260450150495032e-05,AUD,2M,0.0475,0.0073875,67.04,10000,20000.0,0.06267883000815376,0,0
2009-01-06,4.260450150495032e-05,AUD,2M,0.047,0.0071875,67.73,10000,20000.0,0.08500629777556953,0,0
2009-01-07,4.260450150495032e-05,AUD,2M,0.047125,0.0070750000000000006,66.02,10000,20000.0,0.03209458097640547,0,0
2009-01-08,4.260450150495032e-05,AUD,2M,0.046375,0.0069375,64.94800000000001,10000,20000.0,-0.0014123907531974976,0,0
2009-01-09,4.260450150495032e-05,AUD,2M,0.046375,0.0068000000000000005,63.562,10000,20000.0,-0.044681309560209936,0,0
2009-01-12,4.260450150495032e-05,AUD,2M,0.045575000000000004,0.006725,60.825,10000,20000.0,-0.12795689305916527,0,0
2009-01-13,4.260450150495032e-05,AUD,2M,0.04575,0.00655,59.402,10000,20000.0,-0.17254729271772906,0,0
2009-01-14,4.260450150495032e-05,AUD,2M,0.045375,0.0063375,58.875,10000,20000.0,-0.18926139829536748,0,0
2009-01-15,4.260450150495032e-05,AUD,2M,0.044500000000000005,0.0061625,59.545,10000,20000.0,-0.16793227112317172,0,0
2009-01-16,4.260450150495032e-05,AUD,2M,0.04425,0.006,61.083,10000,20000.0,-0.1231642906283441,0,0
2009-01-19,4.260450150495032e-05,AUD,2M,0.043875000000000004,0.0059499999999999996,60.425,10000,20000.0,-0.14159843550935128,0,0
2009-01-20,4.260450150495032e-05,AUD,2M,0.044000000000000004,0.0058375,58.418,10000,20000.0,-0.20252639982418585,0,0
2009-01-21,4.260450150495032e-05,AUD,2M,0.04375,0.005809999999999999,59.217,10000,20000.0,-0.17888073204912605,0,0
2009-01-22,4.260450150495032e-05,AUD,2M,0.0435,0.005728800000000001,58.273,10000,20000.0,-0.20773873976456184,0,0
2009-01-23,4.260450150495032e-05,AUD,2M,0.04275,0.0056925000000000005,58.05,10000,20000.0,-0.21549981252866535,0,0
2009-01-26,4.260450150495032e-05,AUD,2M,0.0435,0.0056188,58.77,10000,20000.0,-0.192475375090455,0,0
2009-01-27,4.260450150495032e-05,AUD,2M,0.042874999999999996,0.0055688000000000005,58.827,10000,20000.0,-0.19096034999235587,0,0
2009-01-28,4.260450150495032e-05,AUD,2M,0.042125,0.0055249999999999995,60.115,10000,20000.0,-0.15191911978290779,0,0
2009-01-29,4.260450150495032e-05,AUD,2M,0.040374999999999994,0.0060875,58.715,10000,20000.0,-0.19441208244152267,0,0
2009-01-30,4.260450150495032e-05,AUD,2M,0.038875,0.00625,57.145,10000,20000.0,-0.2465889135198491,0,0
2009-02-02,4.260450150495032e-05,AUD,2M,0.038125,0.006243800000000001,56.49,10000,20000.0,-0.2640373400040767,0,0
2009-02-03,4.260450150495032e-05,AUD,2M,0.038375,0.006212499999999999,58.238,10000,20000.0,-0.21010933502777335,0,0
2009-02-04,4.260450150495032e-05,AUD,2M,0.03875,0.006181300000000001,57.53,10000,20000.0,-0.2318423376471486,0,0
2009-02-05,4.260450150495032e-05,AUD,2M,0.038450000000000005,0.006137500000000001,59.52,10000,20000.0,-0.17037831339499548,0,0
2009-02-06,4.260450150495032e-05,AUD,2M,0.039625,0.0060875,62.055,10000,20000.0,-0.09460693669418538,0,0
2009-02-09,4.260450150495032e-05,AUD,2M,0.039125,0.005975,62.057,10000,20000.0,-0.09228395186770608,0,0
2009-02-10,4.260450150495032e-05,AUD,2M,0.038925,0.0059499999999999996,59.238,10000,20000.0,-0.17912773148855915,0,0
2009-02-11,4.260450150495032e-05,AUD,2M,0.037925,0.0059499999999999996,59.335,10000,20000.0,-0.17666015135300406,0,0
2009-02-12,4.260450150495032e-05,AUD,2M,0.037875,0.0059499999999999996,59.325,10000,20000.0,-0.17636756484737295,0,0
2009-02-13,4.260450150495032e-05,AUD,2M,0.0381,0.0058875,60.345,10000,20000.0,-0.1473648610686438,0,0
2009-02-16,4.260450150495032e-05,AUD,2M,0.038125,0.005849999999999999,59.655,10000,20000.0,-0.16642874050858686,0,0
2009-02-17,4.260450150495032e-05,AUD,2M,0.03775,0.005849999999999999,58.675,10000,20000.0,-0.19638835422718232,0,0
2009-02-18,4.260450150495032e-05,AUD,2M,0.03775,0.005849999999999999,59.755,10000,20000.0,-0.16346580161035512,0,0
2009-02-19,4.260450150495032e-05,AUD,2M,0.038,0.0058625000000000005,60.625,10000,20000.0,-0.1369295880471895,0,0
2009-02-20,4.260450150495032e-05,AUD,2M,0.037625,0.0058638,60.235,10000,20000.0,-0.15027585908882427,0,0
2009-02-23,4.260450150495032e-05,AUD,2M,0.03725,0.0058438,60.71,10000,20000.0,-0.13438905355450226,0,0
2009-02-24,4.260450150495032e-05,AUD,2M,0.037200000000000004,0.0058563,62.935,10000,20000.0,-0.06579855420425006,0,0
2009-02-25,4.260450150495032e-05,AUD,2M,0.037275,0.005875,63.01,10000,20000.0,-0.06331632459358914,0,0
2009-02-26,4.260450150495032e-05,AUD,2M,0.03725,0.0058438,63.783,10000,20000.0,-0.04024450379146919,0,0
2009-02-27,4.260450150495032e-05,AUD,2M,0.037200000000000004,0.005825,62.333,10000,20000.0,-0.08625268626102013,0,0
2009-03-02,4.260450150495032e-05,AUD,2M,0.037625,0.005812500000000001,61.398,10000,20000.0,-0.11442246821332105,0,0
