Date,1MUSD,2MUSD,3MUSD,6MUSD,12MUSD,1MJPY,2MJPY,3MJPY,6MJPY,12MJPY
27.06.2017,1.22378,1.25222,1.29506,1.44683,1.73289,-0.02536,-0.00571,-0.00329,0.02014,0.12371
26.06.2017,1.22211,1.25222,1.29483,1.44639,1.73456,-0.02764,-0.00729,-0.00329,0.023,0.12443
23.06.2017,1.22,1.25111,1.29328,1.445,1.73344,-0.03207,-0.00886,-0.00471,0.02014,0.12443
22.06.2017,1.21611,1.25111,1.29556,1.44861,1.73817,-0.0225,-0.00314,0.001,0.02171,0.12971
21.06.2017,1.21556,1.25056,1.28944,1.445,1.73539,-0.02,-0.00029,0.00243,0.02171,0.13329
20.06.2017,1.21556,1.24944,1.28722,1.43961,1.73594,-0.03064,-0.00729,-0.00229,0.02171,0.12971
19.06.2017,1.21389,1.24611,1.28022,1.43322,1.72844,-0.03607,-0.01129,-0.00807,0.01886,0.12829
16.06.2017,1.21222,1.24389,1.27356,1.43267,1.73233,-0.0375,-0.01129,-0.01093,0.01914,0.12929
15.06.2017,1.20944,1.23833,1.26744,1.42711,1.72956,-0.03821,-0.0105,-0.01093,0.01771,0.13
14.06.2017,1.17167,1.20111,1.25033,1.426,1.73622,-0.03821,-0.01479,-0.01093,0.01771,0.12786
13.06.2017,1.15889,1.19167,1.24556,1.42322,1.73567,-0.03464,-0.01479,-0.01093,0.01771,0.12929
12.06.2017,1.13933,1.18167,1.24167,1.42183,1.73567,-0.03857,-0.01621,-0.01093,0.02486,0.13086
09.06.2017,1.12711,1.17278,1.23644,1.41683,1.72844,-0.03786,-0.01621,-0.01093,0.02486,0.13014
08.06.2017,1.11711,1.16278,1.22811,1.41544,1.72844,-0.03214,-0.01621,-0.01093,0.02486,0.12943
07.06.2017,1.096,1.15167,1.221,1.41406,1.724,-0.02257,-0.01471,-0.01064,0.02486,0.13014
06.06.2017,1.08867,1.145,1.219,1.41711,1.72289,-0.01757,-0.01329,-0.00993,0.02457,0.12843
05.06.2017,1.08422,1.14167,1.21956,1.41822,1.72567,-0.01986,-0.01514,-0.01107,0.02457,0.12771
02.06.2017,1.08617,1.14306,1.2225,1.42822,1.73067,-0.02229,-0.01657,-0.0125,0.02457,0.127
01.06.2017,1.07589,1.13472,1.21806,1.42239,1.7265,-0.02314,-0.01479,-0.01179,0.02457,0.12986
31.05.2017,1.06033,1.12583,1.21,1.41878,1.72372,-0.03243,-0.01979,-0.01579,0.023,0.12543
30.05.2017,1.0505,1.11444,1.20178,1.41489,1.7215,-0.0285,-0.01836,-0.01564,0.023,0.12643
26.05.2017,1.04467,1.12083,1.20178,1.41378,1.72122,-0.01629,-0.01371,-0.01529,0.023,0.125
25.05.2017,1.04383,1.12028,1.20039,1.41794,1.72289,-0.01457,-0.01086,-0.01386,0.023,0.12571
24.05.2017,1.03272,1.11056,1.19761,1.41739,1.72567,-0.016,-0.01229,-0.01386,0.02329,0.12643
23.05.2017,1.02356,1.10139,1.18867,1.4135,1.71956,-0.01171,-0.01264,-0.01279,0.02329,0.12571
22.05.2017,1.02939,1.09889,1.192,1.41933,1.7265,-0.01236,-0.00979,-0.01279,0.02329,0.12643
19.05.2017,1.01711,1.09611,1.18644,1.41517,1.72289,-0.0195,-0.01407,-0.01279,0.02343,0.12886
18.05.2017,1.00994,1.07639,1.17172,1.39906,1.70456,-0.017,-0.0155,-0.01279,0.022,0.126
17.05.2017,1.00356,1.07833,1.17839,1.41406,1.73289,-0.01807,-0.01393,-0.01121,0.02343,0.13171
16.05.2017,0.99911,1.07833,1.18117,1.42044,1.74539,-0.01229,-0.00636,-0.00864,0.02543,0.13414
15.05.2017,1.00078,1.07556,1.17944,1.42267,1.74511,-0.02479,-0.01457,-0.01007,0.02471,0.12986
12.05.2017,0.99244,1.07778,1.17956,1.43656,1.76567,-0.01821,-0.01271,-0.00593,0.02471,0.13557
11.05.2017,0.98911,1.07833,1.18178,1.43933,1.78567,-0.01571,-0.0045,-0.00093,0.02614,0.14229
10.05.2017,0.98856,1.07028,1.18094,1.44211,1.78761,-0.01571,-0.00164,0.0015,0.02857,0.14371
09.05.2017,0.98856,1.07,1.182,1.44517,1.79067,-0.01643,0.00014,0.00614,0.03,0.14029
08.05.2017,0.99411,1.06833,1.18456,1.43683,1.78817,-0.02086,-0.00857,-0.001,0.02571,0.13457
05.05.2017,0.99444,1.06,1.18039,1.43267,1.779,-0.01886,-0.00821,0.00186,0.02429,0.13357
04.05.2017,0.99278,1.06028,1.17928,1.436,1.78067,-0.02786,-0.01393,0.00043,0.02429,0.13214
03.05.2017,0.99167,1.04611,1.17122,1.42739,1.77011,-0.021,-0.01036,0.00071,0.02429,0.13214
02.05.2017,0.99278,1.04361,1.17372,1.43239,1.78011,-0.02314,-0.01036,-0.00043,0.02429,0.13214
28.04.2017,0.995,1.03722,1.17233,1.42628,1.774,-0.02121,-0.00929,0.00243,0.02429,0.135
27.04.2017,0.995,1.03722,1.16956,1.43044,1.7765,-0.01364,-0.00371,0.00993,0.02429,0.135
26.04.2017,0.99278,1.04,1.17178,1.43111,1.78289,-0.01579,-0.00586,0.00386,0.02429,0.13143
25.04.2017,0.99222,1.04056,1.17039,1.42361,1.77483,-0.01507,-0.00193,0.0085,0.03357,0.135
24.04.2017,0.99111,1.04611,1.1665,1.42072,1.76817,-0.019,0.00021,0.01314,0.03357,0.135
21.04.2017,0.99056,1.04,1.15622,1.40211,1.74456,-0.01157,0.00471,0.01193,0.03357,0.13643
20.04.2017,0.98833,1.04056,1.15317,1.39406,1.73928,-0.02271,-0.00007,0.0055,0.03357,0.13643
19.04.2017,0.99111,1.03611,1.15567,1.39072,1.73567,-0.01786,-0.00207,0.008,0.03357,0.13643
18.04.2017,0.99278,1.03667,1.15622,1.39767,1.76122,-0.01714,-0.00064,0.00979,0.03357,0.13643
13.04.2017,0.99444,1.035,1.15844,1.40322,1.77178,-0.02393,-0.00493,0.01264,0.03357,0.13786
12.04.2017,0.99389,1.03333,1.15844,1.41044,1.78344,-0.02171,0.00214,0.01671,0.04036,0.13786
11.04.2017,0.99,1.02722,1.15511,1.41544,1.789,-0.00771,0.00771,0.01886,0.04036,0.13643
07.04.2017,0.99,1.02611,1.15761,1.42961,1.799,-0.00029,0.01457,0.02829,0.04571,0.14529
06.04.2017,0.98944,1.02667,1.15539,1.426,1.79817,-0.00029,0.01686,0.02664,0.04643,0.14529
05.04.2017,0.98556,1.02722,1.15039,1.42294,1.79594,0.014,0.03279,0.03521,0.04657,0.14829
04.04.2017,0.98611,1.02833,1.14983,1.42572,1.79178,0.026,0.03521,0.03521,0.04443,0.14643
03.04.2017,0.98333,1.02556,1.14983,1.42628,1.80261,-0.00029,0.01786,0.02164,0.04229,0.14429
31.03.2017,0.98278,1.025,1.14956,1.42322,1.80178,-0.00386,0.01643,0.02593,0.04193,0.14429
30.03.2017,0.98278,1.02556,1.14761,1.41878,1.79344,0.00129,0.01779,0.01364,0.0405,0.144
29.03.2017,0.98222,1.02444,1.14678,1.41989,1.794,0.01157,0.016,0.02436,0.04214,0.14757
28.03.2017,0.98222,1.02056,1.15222,1.42489,1.79817,-0.01271,0.00243,0.02079,0.04357,0.149
27.03.2017,0.98222,1.02278,1.15189,1.42433,1.79706,-0.02914,-0.00486,0.01293,0.04143,0.14371
24.03.2017,0.98278,1.02278,1.15128,1.42711,1.80289,-0.01486,0.00229,0.01864,0.04179,0.14729
23.03.2017,0.98167,1.02,1.15289,1.42794,1.80372,0.00729,0.03193,0.0415,0.0475,0.14971
22.03.2017,0.98389,1.02389,1.15678,1.43128,1.80678,-0.04914,-0.01057,0.00543,0.035,0.13514
21.03.2017,0.97722,1.02,1.15622,1.43378,1.81539,-0.04886,-0.02014,0.00357,0.03343,0.13357
20.03.2017,0.97722,1.02,1.15622,1.43489,1.81594,-0.04886,-0.03443,-0.00571,0.03029,0.13057
17.03.2017,0.97611,1.02167,1.15178,1.43156,1.81317,-0.04529,-0.03343,-0.00643,0.02871,0.13043
16.03.2017,0.97833,1.01556,1.15178,1.431,1.81428,-0.058,-0.03786,-0.01243,0.02714,0.12829
15.03.2017,0.94278,0.98722,1.14817,1.43822,1.82761,-0.068,-0.04214,-0.01671,0.02429,0.12686
14.03.2017,0.92833,0.97722,1.13733,1.43239,1.82344,-0.062,-0.03571,-0.01643,0.02571,0.12757
13.03.2017,0.91222,0.96944,1.13122,1.43211,1.82122,-0.04914,-0.02571,-0.00214,0.02714,0.12829
10.03.2017,0.89056,0.95833,1.12122,1.426,1.81844,-0.06129,-0.03157,-0.01214,0.02429,0.12757
09.03.2017,0.88139,0.94833,1.11956,1.43017,1.81428,-0.06271,-0.02871,-0.01071,0.02429,0.129
08.03.2017,0.85778,0.93222,1.109,1.421,1.80122,-0.05986,-0.02871,-0.00643,0.02429,0.129
07.03.2017,0.85444,0.92889,1.10622,1.42044,1.79983,-0.06414,-0.03871,-0.01643,0.02286,0.129
06.03.2017,0.84667,0.92556,1.10622,1.421,1.80011,-0.05171,-0.03014,-0.00786,0.02443,0.13043
03.03.2017,0.83444,0.91333,1.10167,1.42267,1.80817,-0.06171,-0.03443,-0.01214,0.02443,0.129
02.03.2017,0.83,0.905,1.1,1.416,1.79817,-0.05229,-0.02943,-0.009,0.02443,0.129
01.03.2017,0.81056,0.89333,1.09278,1.40628,1.78983,-0.05214,-0.03214,-0.01543,0.023,0.12629
28.02.2017,0.78889,0.86278,1.064,1.37489,1.75622,-0.05471,-0.035,-0.01043,0.02586,0.12914
27.02.2017,0.78444,0.85167,1.05456,1.36128,1.73983,-0.05414,-0.035,-0.00986,0.027,0.12914
24.02.2017,0.78056,0.85167,1.054,1.36072,1.73956,-0.01557,-0.03214,-0.02486,0.02129,0.12771
23.02.2017,0.77833,0.85222,1.05233,1.36239,1.74428,-0.01414,-0.03643,-0.022,0.02129,0.12771
22.02.2017,0.77944,0.85444,1.054,1.36294,1.74567,-0.00857,-0.04071,-0.02914,0.02129,0.12771
21.02.2017,0.77944,0.85333,1.05344,1.36239,1.74539,-0.00857,-0.025,-0.00914,0.02414,0.12914
20.02.2017,0.77722,0.85111,1.05011,1.35711,1.73539,-0.01071,-0.03071,-0.01771,0.02414,0.12914
17.02.2017,0.77944,0.85333,1.05233,1.35739,1.73539,-0.01429,-0.02643,-0.02057,0.02414,0.12914
16.02.2017,0.78056,0.85833,1.0565,1.36378,1.74511,-0.00886,-0.02357,-0.00771,0.02443,0.12943
15.02.2017,0.77222,0.85111,1.04178,1.34406,1.724,-0.011,-0.02671,-0.01414,0.02443,0.12943
14.02.2017,0.77,0.84778,1.03733,1.33656,1.70789,-0.00457,-0.01957,-0.00343,0.02729,0.12943
13.02.2017,0.77,0.84778,1.039,1.33794,1.71039,-0.02243,-0.03671,-0.02486,0.023,0.12657
10.02.2017,0.77111,0.84556,1.03622,1.33822,1.70261,-0.003,-0.02357,-0.009,0.02871,0.13086
09.02.2017,0.77056,0.84,1.03372,1.33489,1.694,-0.00586,-0.01743,0.00814,0.03157,0.13514
08.02.2017,0.77167,0.83833,1.03372,1.33794,1.70011,-0.00943,-0.016,0.01029,0.03157,0.13657
07.02.2017,0.77278,0.83778,1.03817,1.3435,1.70511,-0.00943,-0.01886,0.01457,0.03157,0.138
06.02.2017,0.77528,0.83944,1.03844,1.34406,1.70733,-0.00943,-0.02029,0.00271,0.02857,0.13414
03.02.2017,0.77556,0.84111,1.034,1.34989,1.71344,-0.00614,-0.01071,0.00414,0.02857,0.13271
02.02.2017,0.77667,0.84111,1.03372,1.34878,1.71233,-0.00364,-0.00929,0.01129,0.02714,0.13414
01.02.2017,0.78,0.84167,1.03456,1.35044,1.71511,-0.00536,-0.01929,-0.00243,0.02343,0.12843
31.01.2017,0.77944,0.83944,1.03456,1.34739,1.71344,-0.01214,-0.02786,-0.00957,0.022,0.12843
30.01.2017,0.78,0.84111,1.034,1.35656,1.72483,-0.01214,-0.02,-0.00671,0.022,0.12843
27.01.2017,0.77833,0.84222,1.039,1.35878,1.724,-0.01286,-0.00429,-0.02529,0.02029,0.12814
26.01.2017,0.77611,0.84222,1.039,1.36183,1.72817,-0.01357,-0.00329,-0.01671,0.02064,0.12886
25.01.2017,0.77611,0.84556,1.03733,1.35683,1.71872,-0.01214,0.00029,-0.01386,0.02064,0.12886
24.01.2017,0.77333,0.845,1.03178,1.34572,1.70733,-0.00571,0.00671,-0.00957,0.021,0.12886
23.01.2017,0.77111,0.84694,1.03789,1.35239,1.72122,-0.02643,-0.00757,-0.02386,0.01814,0.12886
20.01.2017,0.77528,0.85056,1.04344,1.35822,1.73289,-0.025,-0.00186,-0.01671,0.01829,0.12743
19.01.2017,0.77639,0.85111,1.04122,1.35156,1.72817,-0.02643,-0.00186,-0.021,0.01829,0.12743
18.01.2017,0.77667,0.84806,1.03011,1.3385,1.71039,-0.02829,-0.00457,-0.02314,0.01829,0.12743
17.01.2017,0.76944,0.83778,1.02483,1.33239,1.70233,-0.024,-0.00457,-0.02486,0.01779,0.12729
16.01.2017,0.76778,0.83667,1.02372,1.33294,1.70178,-0.02971,-0.006,-0.02414,0.01779,0.12729
13.01.2017,0.76833,0.835,1.02317,1.33156,1.69844,-0.04086,-0.01671,-0.03271,0.01779,0.12657
12.01.2017,0.76722,0.83444,1.02178,1.33267,1.69789,-0.03871,-0.011,-0.02771,0.01743,0.12871
11.01.2017,0.76722,0.83333,1.02178,1.33461,1.70289,-0.04157,-0.01671,-0.027,0.01743,0.13014
10.01.2017,0.765,0.83167,1.01789,1.33378,1.70178,-0.05086,-0.02671,-0.02843,0.016,0.12871
09.01.2017,0.76333,0.83167,1.01483,1.33156,1.70067,-0.05229,-0.03457,-0.03343,0.01564,0.12729
06.01.2017,0.76333,0.82778,1.01011,1.32433,1.68456,-0.05229,-0.03957,-0.037,0.01564,0.12729
05.01.2017,0.76556,0.82444,1.00928,1.321,1.689,-0.043,-0.02729,-0.02586,0.01779,0.12843
04.01.2017,0.76556,0.82278,1.00511,1.32156,1.689,-0.05014,-0.02943,-0.02586,0.01921,0.12843
03.01.2017,0.77333,0.82,0.99872,1.31767,1.689,-0.06443,-0.04443,-0.02943,0.02107,0.12771
30.12.2016,0.77167,0.81944,0.99789,1.31767,1.68567,-0.08086,-0.05371,-0.04657,0.01493,0.12586
29.12.2016,0.77111,0.81944,0.99789,1.31767,1.68733,-0.03086,-0.02586,-0.02586,0.01957,0.12586
28.12.2016,0.77,0.81611,0.99817,1.31767,1.69011,-0.037,-0.02357,-0.01729,0.01664,0.12914
23.12.2016,0.76111,0.81444,0.99706,1.31656,1.68956,-0.035,-0.02186,-0.00979,0.02136,0.12943
22.12.2016,0.75611,0.81333,0.99706,1.316,1.68789,-0.03357,-0.02186,-0.00693,0.01993,0.12943
21.12.2016,0.755,0.81139,0.99761,1.316,1.68956,-0.039,-0.02043,-0.00479,0.02264,0.13214
20.12.2016,0.749,0.81056,0.99622,1.32044,1.69067,-0.05257,-0.04043,-0.01057,0.02093,0.12643
19.12.2016,0.744,0.81,0.99428,1.31767,1.69178,-0.04186,-0.04114,-0.01414,0.02164,0.13357
16.12.2016,0.739,0.80944,0.99733,1.31989,1.69344,-0.08114,-0.06929,-0.03057,0.01664,0.128
15.12.2016,0.73622,0.80611,0.99317,1.32267,1.69956,-0.11257,-0.08143,-0.03414,0.01557,0.12371
14.12.2016,0.70728,0.78778,0.97039,1.29822,1.65456,-0.10929,-0.086,-0.04843,0.01,0.11886
13.12.2016,0.70389,0.7825,0.96344,1.29822,1.654,-0.12071,-0.09457,-0.05771,0.00286,0.11243
12.12.2016,0.69472,0.775,0.95872,1.29878,1.65456,-0.12214,-0.09886,-0.06129,0.00286,0.11243
09.12.2016,0.68,0.77139,0.9565,1.296,1.64844,-0.10786,-0.08886,-0.05129,0.00857,0.11457
08.12.2016,0.66389,0.76583,0.95306,1.29322,1.64456,-0.12186,-0.09386,-0.05986,0.00857,0.108
07.12.2016,0.65417,0.75639,0.95083,1.29322,1.64511,-0.12257,-0.09814,-0.06271,0.00714,0.10943
06.12.2016,0.64889,0.75361,0.95083,1.29322,1.64567,-0.11257,-0.09671,-0.05771,0.01,0.10714
05.12.2016,0.65194,0.75139,0.94806,1.291,1.644,-0.10543,-0.10671,-0.06129,0.01143,0.10714
02.12.2016,0.64667,0.74861,0.94639,1.29156,1.64456,-0.10971,-0.10386,-0.05629,0.01107,0.10786
01.12.2016,0.6345,0.74389,0.94167,1.291,1.64344,-0.09829,-0.09814,-0.05914,0.0115,0.10929
30.11.2016,0.62367,0.7425,0.93417,1.28878,1.639,-0.10971,-0.11086,-0.06743,0.01114,0.10529
29.11.2016,0.61672,0.73444,0.93067,1.29267,1.64067,-0.114,-0.11614,-0.07514,0.00486,0.09986
28.11.2016,0.60561,0.73194,0.93511,1.28989,1.64122,-0.08257,-0.12114,-0.076,0.00343,0.10129
25.11.2016,0.60589,0.73194,0.93733,1.28989,1.64511,-0.07314,-0.11614,-0.07386,-0.00371,0.107
24.11.2016,0.60256,0.73389,0.93706,1.28878,1.64344,-0.07029,-0.11457,-0.06729,-0.00057,0.11029
23.11.2016,0.592,0.72583,0.93011,1.27989,1.62956,-0.07057,-0.11171,-0.06371,0.00407,0.11529
22.11.2016,0.58422,0.72028,0.92483,1.27822,1.62789,-0.06457,-0.10271,-0.06257,0.00621,0.11457
21.11.2016,0.56778,0.71056,0.91983,1.27433,1.62289,-0.076,-0.11271,-0.06614,0.00164,0.11286
18.11.2016,0.566,0.70667,0.91622,1.27933,1.62067,-0.051,-0.09629,-0.05371,0.00243,0.11514
17.11.2016,0.56178,0.70333,0.91122,1.27489,1.60456,-0.05029,-0.09343,-0.05329,0.00779,0.11086
16.11.2016,0.55456,0.69889,0.90872,1.27544,1.61178,-0.04243,-0.09629,-0.054,0.00529,0.108
15.11.2016,0.55011,0.69389,0.90622,1.27211,1.60456,-0.04814,-0.09629,-0.06186,0.00457,0.10657
14.11.2016,0.54206,0.70167,0.91122,1.27489,1.61011,-0.05671,-0.09486,-0.06543,0.001,0.10514
11.11.2016,0.53817,0.69489,0.90567,1.26211,1.58789,-0.06814,-0.09343,-0.06686,0.00386,0.10657
10.11.2016,0.53817,0.69194,0.90206,1.25822,1.58344,-0.06957,-0.092,-0.05686,0.00957,0.10943
09.11.2016,0.53644,0.67617,0.8865,1.24267,1.55622,-0.07243,-0.08586,-0.05357,0.01071,0.10557
08.11.2016,0.537,0.67617,0.88233,1.25378,1.56789,-0.07171,-0.09257,-0.06129,0.00886,0.107
07.11.2016,0.53533,0.67061,0.88678,1.25156,1.56844,-0.05343,-0.07971,-0.05129,0.00936,0.11029
04.11.2016,0.53533,0.66811,0.88261,1.24544,1.559,-0.04914,-0.08114,-0.05057,0.00757,0.10957
03.11.2016,0.53256,0.66644,0.88094,1.24711,1.56011,-0.04,-0.07286,-0.04086,0.01229,0.11529
02.11.2016,0.532,0.66556,0.87567,1.24822,1.56511,-0.03357,-0.077,-0.04714,0.00957,0.11529
01.11.2016,0.53044,0.66833,0.88094,1.25656,1.57567,-0.02857,-0.052,-0.01443,0.01729,0.11714
31.10.2016,0.53378,0.67111,0.88428,1.256,1.57511,-0.04214,-0.06129,-0.02586,0.01557,0.115
28.10.2016,0.53267,0.67222,0.88594,1.25822,1.58233,-0.03129,-0.04414,-0.017,0.01843,0.11657
27.10.2016,0.53433,0.67278,0.88733,1.25878,1.58233,-0.024,-0.01129,-0.017,0.01521,0.11586
26.10.2016,0.53478,0.67,0.89039,1.261,1.57956,-0.02329,-0.01557,-0.02414,0.01129,0.11514
25.10.2016,0.53589,0.66944,0.88567,1.26044,1.57844,-0.02443,-0.01314,-0.01386,0.01286,0.11443
24.10.2016,0.534,0.66889,0.88372,1.25572,1.57067,-0.01871,-0.01086,-0.00871,0.01529,0.11757
21.10.2016,0.534,0.66722,0.88178,1.25711,1.57178,-0.02586,-0.01443,-0.00907,0.01493,0.11729
20.10.2016,0.524,0.66722,0.88178,1.25628,1.56622,-0.02229,-0.01243,-0.0085,0.01586,0.11714
19.10.2016,0.52456,0.66111,0.88067,1.25572,1.564,-0.02657,-0.01743,-0.01064,0.01086,0.115
18.10.2016,0.52567,0.66111,0.88122,1.26072,1.57122,-0.02086,-0.016,-0.01171,0.01229,0.115
17.10.2016,0.52789,0.66111,0.87761,1.26433,1.58067,-0.02514,-0.016,-0.01207,0.01336,0.113
14.10.2016,0.53567,0.65789,0.88167,1.26228,1.58567,-0.028,-0.01743,-0.01207,0.0105,0.11014
13.10.2016,0.53456,0.65789,0.88,1.26228,1.58733,-0.02514,-0.01457,-0.01171,0.0105,0.11157
12.10.2016,0.53456,0.654,0.88111,1.26367,1.59567,-0.02114,-0.017,-0.00993,0.01514,0.11014
11.10.2016,0.53067,0.65389,0.8775,1.2635,1.59122,-0.028,-0.02229,-0.01543,0.01071,0.10971
10.10.2016,0.52956,0.65278,0.87389,1.26033,1.58622,-0.03971,-0.02829,-0.02043,0.00464,0.10614
07.10.2016,0.529,0.65589,0.87606,1.26222,1.58711,-0.04057,-0.02614,-0.02,0.0025,0.107
06.10.2016,0.52956,0.65589,0.87156,1.26244,1.58122,-0.03857,-0.02314,-0.01986,0.00529,0.108
05.10.2016,0.52567,0.65122,0.86794,1.25578,1.57267,-0.03429,-0.02029,-0.017,0.00671,0.10943
04.10.2016,0.52722,0.65011,0.86433,1.25139,1.56567,-0.03,-0.02171,-0.02164,0.00514,0.10571
03.10.2016,0.52833,0.649,0.85789,1.24778,1.559,-0.03714,-0.02529,-0.02414,0.00371,0.10357
30.09.2016,0.53111,0.649,0.85367,1.23972,1.55178,-0.045,-0.02743,-0.02593,0.00336,0.09929
29.09.2016,0.52722,0.649,0.84561,1.23778,1.55633,-0.08071,-0.046,-0.05129,0.00193,0.10286
28.09.2016,0.52438,0.64438,0.83769,1.23363,1.55138,-0.06917,-0.03867,-0.03817,-0.00342,0.0975
27.09.2016,0.52667,0.65122,0.85378,1.24194,1.55122,-0.07371,-0.05386,-0.02343,0.00421,0.10429
26.09.2016,0.52444,0.65011,0.85294,1.24444,1.55522,-0.07843,-0.05671,-0.02021,0.00886,0.10929
23.09.2016,0.52222,0.65706,0.85294,1.24472,1.55744,-0.07843,-0.05671,-0.01914,0.00707,0.10929
22.09.2016,0.52528,0.66056,0.85672,1.24833,1.56133,-0.08271,-0.05386,-0.02064,0.00571,0.10457
21.09.2016,0.54633,0.67722,0.86333,1.25878,1.57078,-0.07686,-0.045,-0.02307,0.00357,0.10386
20.09.2016,0.54306,0.67478,0.86589,1.25939,1.56467,-0.09343,-0.056,-0.03571,-0.00593,0.09243
19.09.2016,0.53617,0.67067,0.86067,1.25656,1.55578,-0.08486,-0.056,-0.03571,-0.0105,0.08929
16.09.2016,0.53178,0.66878,0.85711,1.24733,1.54489,-0.09629,-0.05686,-0.03943,-0.01121,0.08714
15.09.2016,0.53094,0.66989,0.85656,1.25217,1.55011,-0.09486,-0.05686,-0.03586,-0.00657,0.091
14.09.2016,0.52956,0.66944,0.85389,1.25283,1.55622,-0.07871,-0.055,-0.03629,-0.00407,0.08986
13.09.2016,0.52428,0.66722,0.85028,1.24894,1.554,-0.06657,-0.05143,-0.03236,-0.00307,0.09414
12.09.2016,0.52772,0.67022,0.85578,1.25528,1.56644,-0.07371,-0.05286,-0.03536,-0.00479,0.08914
09.09.2016,0.52689,0.66967,0.85222,1.25,1.55678,-0.07514,-0.04714,-0.03243,-0.0015,0.087
08.09.2016,0.51822,0.66467,0.84544,1.23472,1.54033,-0.08243,-0.03143,-0.03314,-0.0005,0.09557
07.09.2016,0.51322,0.65967,0.83356,1.23361,1.53922,-0.071,-0.03071,-0.03064,-0.00129,0.092
06.09.2016,0.51656,0.663,0.84067,1.25006,1.56133,-0.05814,-0.02429,-0.0285,-0.00164,0.09329
05.09.2016,0.51933,0.66189,0.83344,1.24867,1.56244,-0.07386,-0.02857,-0.02864,-0.00214,0.09314
02.09.2016,0.52572,0.66189,0.83511,1.24706,1.55944,-0.07814,-0.03,-0.03007,-0.00071,0.09314
01.09.2016,0.52294,0.66522,0.83567,1.25122,1.56556,-0.07886,-0.03,-0.0315,-0.00071,0.09457
31.08.2016,0.52489,0.663,0.83933,1.2445,1.55711,-0.07214,-0.025,-0.02829,-0.00036,0.09314
30.08.2016,0.52322,0.66356,0.84211,1.2445,1.55933,-0.07929,-0.03214,-0.02793,0.00107,0.096
26.08.2016,0.52439,0.65367,0.83344,1.2315,1.53656,-0.063,-0.02414,-0.02293,0.00107,0.09814
25.08.2016,0.52383,0.65122,0.82933,1.22428,1.52611,-0.06371,-0.02671,-0.0265,-0.00107,0.09914
24.08.2016,0.51994,0.64956,0.82544,1.22344,1.52656,-0.05343,-0.02486,-0.02721,0.00143,0.09914
23.08.2016,0.52439,0.65511,0.82544,1.229,1.531,-0.05386,-0.02371,-0.02543,0.00143,0.09743
22.08.2016,0.52217,0.64733,0.82544,1.229,1.53294,-0.06243,-0.02657,-0.02329,0.00357,0.09743
19.08.2016,0.52106,0.64678,0.81711,1.21456,1.52322,-0.05671,-0.02371,-0.01864,0.00679,0.10029
18.08.2016,0.51244,0.63928,0.811,1.21011,1.51544,-0.071,-0.03086,-0.02579,0.00286,0.09886
17.08.2016,0.51411,0.63567,0.81128,1.20678,1.51961,-0.05386,-0.01943,-0.01686,0.01036,0.10214
16.08.2016,0.50744,0.63183,0.80128,1.19456,1.49822,-0.04814,-0.01729,-0.01329,0.01036,0.10214
15.08.2016,0.50744,0.63206,0.80411,1.19744,1.50661,-0.07,-0.03157,-0.02471,0.005,0.10286
12.08.2016,0.50665,0.63255,0.81825,1.2067,1.5257,-0.05857,-0.02586,-0.02079,0.00343,0.09529
11.08.2016,0.50765,0.6288,0.817,1.20395,1.5195,-0.05986,-0.02871,-0.02079,0.00736,0.09314
10.08.2016,0.51765,0.6328,0.8176,1.2037,1.5245,-0.05843,-0.03014,-0.02507,0.00021,0.08886
09.08.2016,0.51315,0.62955,0.816,1.1962,1.5225,-0.04843,-0.02443,-0.02043,0.00771,0.09029
08.08.2016,0.5119,0.6268,0.8065,1.1852,1.5081,-0.06229,-0.02871,-0.02329,0.00771,0.08743
05.08.2016,0.5039,0.6148,0.79235,1.1607,1.4751,-0.06371,-0.02729,-0.0215,0.00771,0.08743
04.08.2016,0.4984,0.6123,0.7876,1.1582,1.4766,-0.04986,-0.02343,-0.01843,0.01157,0.09386
03.08.2016,0.4969,0.61105,0.7776,1.1442,1.4546,-0.05343,-0.02343,-0.0145,0.01264,0.09671
02.08.2016,0.4939,0.6084,0.7676,1.1272,1.4426,-0.04914,-0.01771,-0.01379,0.01086,0.09671
01.08.2016,0.4939,0.6069,0.7591,1.1147,1.4336,-0.05629,-0.02129,-0.01521,0.00871,0.09671
29.07.2016,0.4959,0.6074,0.7591,1.1117,1.4321,-0.03771,-0.01343,-0.00771,0.0055,0.09386
28.07.2016,0.4939,0.6014,0.7565,1.0922,1.42,-0.06843,-0.04736,-0.03486,-0.02457,0.05543
27.07.2016,0.49565,0.60265,0.7515,1.0867,1.4136,-0.07414,-0.04664,-0.037,-0.02493,0.05643
26.07.2016,0.49265,0.6012,0.743,1.0732,1.3986,-0.07357,-0.04236,-0.03771,-0.03243,0.06686
25.07.2016,0.4909,0.5945,0.7335,1.0597,1.3859,-0.06786,-0.0395,-0.03343,-0.02921,0.06821
22.07.2016,0.4904,0.587,0.721,1.0444,1.3719,-0.06071,-0.03807,-0.032,-0.031,0.06607
21.07.2016,0.4879,0.581,0.7145,1.0319,1.3589,-0.08714,-0.04729,-0.03857,-0.03386,0.06464
20.07.2016,0.4874,0.577,0.7016,1.0202,1.3449,-0.08071,-0.04564,-0.03636,-0.03307,0.06143
