Date,GBP_Spot,GBP_1W,GBP_1M,GBP_2M,GBP_LIBOR_1W,GBP_LIBOR_1M,GBP_LIBOR_2M,AUD_Spot,AUD_1M,AUD_2M,AUD_LIBOR_1M,AUD_LIBOR_2M,USD_Spot,USD_1W,USD_1M,USD_2M,USD_LIBOR_1W,USD_LIBOR_1M,USD_LIBOR_2M,JPY_LIBOR_1W,JPY_LIBOR_1M,JPY_LIBOR_2M
9/21/2007,233.345,233.342976,233.335142,233.324448,5.82625,6.26375,6.32375,100.089,100.084053,100.079128,6.7775,6.835,115.5,115.499165,115.495777,115.491594,5.0375,5.13125,5.17125,0.91875,0.85625,0.89625
9/24/2007,232.275,232.272619,232.264744,232.254384,5.95875,6.25,6.315,99.7,99.6951,99.690144,6.775,6.81,114.87,114.869028,114.865807,114.86164,5.0525,5.12875,5.17,0.90625,0.8525,0.8975
9/25/2007,231.705,231.702623,231.694215,231.684508,5.88125,6.2375,6.30125,100.223,100.217751,100.213074,6.765,6.82,114.78,114.779018,114.775528,114.771619,5.0725,5.12875,5.16875,0.92125,0.8525,0.9
9/26/2007,232.94,232.937783,232.929214,232.91937,5.8675,6.205,6.27375,101.295,101.289655,101.28474,6.745,6.815,115.56,115.559088,115.555496,115.551477,5.07125,5.12875,5.16813,0.95875,0.85125,0.9
9/27/2007,234.453,234.45036,234.44256,234.431947,6,6.1925,6.2625,101.753,101.747903,101.742878,6.7425,6.8375,115.63,115.628903,115.625698,115.621419,5.0625,5.1275,5.16875,0.78875,0.85,0.9025
9/28/2007,235.04,235.037685,235.029613,235.019436,6,6.18375,6.25125,101.923,101.917569,101.912933,6.745,6.8325,114.81,114.809029,114.805666,114.801544,5.06125,5.12375,5.16625,0.73875,0.805,0.895
10/1/2007,236.53,236.527681,236.518875,236.509667,5.89625,6.15875,6.225,103.505,103.499431,103.494853,6.7275,6.81,115.74,115.739027,115.735348,115.731607,5.05563,5.12063,5.16625,0.71125,0.79,0.87625
10/2/2007,236.32,236.317646,236.309185,236.299745,5.8925,6.14625,6.205,102.275,102.269659,102.264984,6.7225,6.815,115.75,115.749013,115.74551,115.74162,5.06125,5.12625,5.16938,0.68625,0.7825,0.87375
10/3/2007,237.24,237.237654,237.229457,237.219689,5.88875,6.1075,6.1825,103.087,103.081754,103.076815,6.7525,6.8275,116.75,116.749013,116.745594,116.741531,5.05625,5.125,5.16875,0.6675,0.7625,0.86438
10/4/2007,237.44,237.437589,237.429287,237.419071,5.86625,6.08625,6.16125,103.4,103.394708,103.389557,6.7575,6.8325,116.46,116.45901,116.455593,116.451363,5.04625,5.125,5.1675,0.65375,0.75813,0.86
10/5/2007,238.898,238.895626,238.886154,238.877151,5.86375,6.0675,6.155,104.973,104.967037,104.962484,6.765,6.8325,116.97,116.968998,116.965132,116.961406,5.02625,5.12188,5.16563,0.63625,0.75125,0.85625
10/8/2007,239.045,239.04254,239.033337,239.024132,5.87125,6.06063,6.15125,104.925,104.919133,104.914496,6.7575,6.845,117.42,117.418989,117.415131,117.411371,5.01625,5.12,5.16688,0.645,0.75263,0.855
10/9/2007,238.67,238.667529,238.658483,238.649117,5.88,6.0725,6.1575,105.49,105.484159,105.47941,6.8125,6.8675,117.14,117.138995,117.135293,117.131395,4.9975,5.11625,5.16438,0.63,0.74625,0.855
10/10/2007,239.478,239.475557,239.466836,239.457083,5.87875,6.08125,6.175,105.295,105.289426,105.28454,6.8075,6.8525,117.25,117.248997,117.245452,117.241486,4.98875,5.11,5.16125,0.63,0.745,0.8525
10/11/2007,238.26,238.257593,238.24925,238.238492,5.87375,6.08875,6.18375,105.623,105.617613,105.6122,6.7475,6.8475,117.28,117.279016,117.275629,117.271276,4.9775,5.09125,5.155,0.6325,0.73375,0.85188
10/12/2007,239.46,239.457569,239.44925,239.438721,5.87875,6.08813,6.18375,106.388,106.382586,106.377289,6.72,6.8475,117.61,117.609009,117.605659,117.601443,4.9475,5.06,5.13375,0.63375,0.7225,0.84938
10/15/2007,239.83,239.827561,239.818479,239.808939,5.895,6.09063,6.19625,105.52,105.514303,105.509542,6.695,6.845,117.4,117.399013,117.395361,117.391598,4.92625,5.045,5.11688,0.63125,0.7175,0.84188
10/16/2007,237.67,237.66758,237.658892,237.649114,5.88375,6.08688,6.19125,103.855,103.849536,103.844661,6.6925,6.825,116.92,116.919013,116.915494,116.911617,4.91875,5.035,5.1075,0.62625,0.71313,0.83
10/17/2007,238.045,238.042591,238.034259,238.024147,5.8675,6.08563,6.18563,103.995,103.98969,103.984606,6.685,6.81,116.68,116.679021,116.67565,116.671623,4.89875,5.02125,5.0975,0.61875,0.705,0.82125
10/18/2007,236.405,236.402674,236.392971,236.382631,5.85625,6.07625,6.18,103.645,103.639101,103.633943,6.67,6.8175,115.63,115.629021,115.625375,115.62135,4.88625,4.9975,5.08,0.6125,0.6925,0.81125
10/19/2007,234.965,234.962588,234.953299,234.942901,5.8525,6.06375,6.17438,101.945,101.939333,101.934189,6.645,6.7875,114.52,114.519029,114.515412,114.511545,4.86125,4.95,5.04625,0.6025,0.68125,0.805
10/22/2007,232.875,232.872613,232.863747,232.853405,5.85,6.05813,6.16625,101.522,101.516396,101.511251,6.67,6.7925,114.55,114.549038,114.545573,114.541675,4.8425,4.8925,4.99125,0.605,0.6725,0.78875
10/23/2007,235.415,235.412611,235.403932,235.393528,5.8475,6.0475,6.16125,103.135,103.12948,103.124302,6.665,6.7925,114.78,114.779043,114.77568,114.771815,4.84875,4.8725,4.965,0.5975,0.65625,0.77
10/24/2007,234.225,234.222632,234.214342,234.203804,5.83625,6.04125,6.15375,103.175,103.169597,103.164272,6.7425,6.8975,114.27,114.269056,114.265882,114.262043,4.84625,4.85625,4.9475,0.59125,0.65,0.76
10/25/2007,234.208,234.205594,234.197346,234.187503,5.83375,6.0375,6.1425,103.775,103.769565,103.764536,6.7725,6.88,114.18,114.17906,114.175917,114.172227,4.80875,4.81875,4.8875,0.58875,0.64,0.75063
10/26/2007,234.355,234.352601,234.344378,234.334961,5.8325,6.03375,6.1375,104.88,104.874557,104.869655,6.75,6.8525,114.19,114.189069,114.185948,114.182425,4.8,4.7925,4.8475,0.59125,0.63125,0.73875
10/29/2007,236.47,236.467604,236.459709,236.450067,5.835,6.03188,6.13188,105.645,105.639683,105.63468,6.72,6.825,114.66,114.65908,114.656085,114.652565,4.77875,4.7525,4.8025,0.60125,0.62875,0.7375
10/30/2007,237.035,237.032572,237.023976,237.013119,5.8475,6.02875,6.1325,105.34,105.334336,105.328711,6.7175,6.91,114.64,114.639069,114.635807,114.631725,4.75125,4.71625,4.91125,0.605,0.6325,0.855
10/31/2007,240.075,240.072557,240.064203,240.053127,5.8575,6.02875,6.13438,107.833,107.827375,107.821571,6.7275,6.9225,115.44,115.43907,115.435905,115.431773,4.71375,4.70625,4.89625,0.5975,0.62313,0.8525
11/1/2007,238.515,238.512261,238.504617,238.493133,5.84,5.99625,6.2675,104.608,104.60264,104.596804,6.75,6.9825,114.67,114.668954,114.666068,114.661826,4.65,4.6875,4.88375,0.5975,0.62375,0.8525
11/2/2007,239.945,239.942576,239.934636,239.923426,5.82375,5.9675,6.26375,106.03,106.024657,106.018974,6.7425,6.975,114.86,114.859084,114.856095,114.851995,4.65,4.6775,4.86938,0.595,0.62375,0.85
11/5/2007,238.32,238.317609,238.309803,238.299172,5.825,5.94813,6.26625,105.46,105.454614,105.449259,6.6975,6.945,114.55,114.54909,114.546099,114.542113,4.64625,4.6675,4.875,0.59125,0.6225,0.84625
11/6/2007,239.493,239.490595,239.48205,239.472012,5.82,5.93,6.26063,106.555,106.549285,106.544033,6.71,6.95,114.73,114.72909,114.725828,114.722055,4.64563,4.66688,4.89875,0.5925,0.62125,0.85
11/7/2007,236.905,236.902618,236.894475,236.884089,5.81375,5.92,6.25875,104.52,104.514547,104.509148,6.7325,6.9475,112.63,112.629114,112.62605,112.6222,4.63375,4.665,4.89938,0.5925,0.62125,0.8475
11/8/2007,237.315,237.312593,237.304705,237.293331,5.81875,5.91563,6.25,104.35,104.344715,104.338884,6.77,6.975,112.6,112.599115,112.596189,112.59199,4.6275,4.66,4.88938,0.5925,0.62063,0.84875
11/9/2007,231.37,231.367634,231.359977,231.348878,5.8275,5.92125,6.25875,100.912,100.906866,100.901268,6.755,6.9825,110.69,110.689125,110.686266,110.68219,4.62625,4.65938,4.88125,0.59125,0.62125,0.85
11/12/2007,224.615,224.612698,224.605232,224.594774,5.835,5.92375,6.265,95.83,95.825156,95.82005,6.7325,6.9825,109.41,109.409124,109.406321,109.402457,4.62375,4.65313,4.87438,0.59375,0.62,0.85188
11/13/2007,229.675,229.67147,229.664267,229.654387,5.8475,5.93125,6.2725,99.325,99.319621,99.314775,6.7525,7.0075,110.9,110.898746,110.896003,110.892415,4.6275,4.65188,4.87188,0.59625,0.62125,0.85688
11/14/2007,228.48,228.476706,228.46977,228.459828,5.8575,5.95,6.29125,99.65,99.644754,99.639689,6.745,6.99,111.33,111.328724,111.326089,111.32237,4.66375,4.65813,4.88,0.6,0.63,0.86375
11/15/2007,225.57,225.567658,225.560033,225.548586,5.875,5.9575,6.35375,97.703,97.697962,97.692327,6.7525,7.0375,110.31,110.309084,110.306116,110.301775,4.71375,4.68625,4.90688,0.60125,0.63,0.86813
11/16/2007,228.22,228.217633,228.209866,228.198518,5.88625,5.98875,6.44125,99.18,99.174947,99.16936,6.7575,7.04,111.09,111.089091,111.086122,111.081818,4.7425,4.74,4.9475,0.6025,0.63125,0.885
11/19/2007,225.06,225.057649,225.049905,225.038928,5.92375,6.01,6.4975,97.045,97.040035,97.034681,6.78,7.0325,109.77,109.769103,109.766155,109.761982,4.73,4.7675,4.98438,0.6,0.63125,0.895
11/20/2007,227.25,227.247622,227.239602,227.228351,5.95,6.03375,6.545,98.13,98.124831,98.119311,6.7875,7.065,109.98,109.979093,109.976134,109.97178,4.7475,4.78,5.00188,0.6,0.63125,0.89875
11/21/2007,223.91,223.907671,223.899862,223.888897,5.93625,6.04125,6.5725,94.39,94.385001,94.379728,6.815,7.1275,108.42,108.419103,108.416225,108.412043,4.75,4.78313,5.0175,0.60125,0.6325,0.9
11/22/2007,223.6,223.597694,223.590069,223.579101,5.89375,6.045,6.58,94.512,94.50709,94.501827,6.8375,7.065,108.44,108.439112,108.436225,108.432125,4.77375,4.78875,5.035,0.6,0.63563,0.90625
11/23/2007,223.41,223.407712,223.400142,223.38919,5.86625,6.04563,6.58,95.05,95.04507,95.039819,6.855,7.1,108.29,108.289118,108.286238,108.282045,4.77,4.79313,5.04688,0.60125,0.6375,0.90938
11/26/2007,222.465,222.462711,222.455159,222.444501,5.88,6.04875,6.60125,93.445,93.44014,93.435072,6.8675,7.1575,107.41,107.409113,107.406239,107.40225,4.795,4.8,5.05688,0.60375,0.64125,0.91531
11/27/2007,225.43,225.427732,225.420294,225.409326,5.90125,6.05375,6.61125,95.615,95.610195,95.604921,6.8325,7.165,108.97,108.969094,108.966306,108.9621,4.8075,4.80875,5.0675,0.61,0.64656,0.92875
11/28/2007,229.133,229.130627,229.123207,229.111295,5.91125,6.06563,6.63875,97.89,97.885369,97.879449,6.8225,7.17,110.03,110.029063,110.02627,110.021675,4.8425,4.82188,5.08563,0.61875,0.65625,0.93891
11/29/2007,226.61,226.607662,226.598929,226.588188,5.94125,6.08125,6.64875,96.9,96.894809,96.889483,6.995,7.195,109.94,109.939083,109.935628,109.931635,4.8675,5.225,5.1375,0.62625,1.00375,0.95625
11/30/2007,228.755,228.752655,228.74405,228.733312,5.97375,6.09125,6.65375,98.372,98.367043,98.361739,6.9625,7.11,111.24,111.23908,111.235739,111.231698,4.87375,5.23625,5.15,0.625,0.99625,0.96375
12/3/2007,228.21,228.2077,228.19851,228.188609,5.91,6.715,6.6625,97.28,97.274877,97.269877,6.9,7.1025,110.47,110.469104,110.465508,110.461816,4.8675,5.24563,5.16,0.61875,0.9825,0.96125
12/4/2007,226.235,226.232737,226.224099,226.213926,5.91,6.74875,6.69938,96,95.995164,95.990105,6.8675,7.12,109.87,109.869107,109.865699,109.861905,4.875,5.25188,5.17,0.615,0.98125,0.975
12/5/2007,224.72,224.71775,224.709488,224.699174,5.88375,6.75,6.70188,96.47,96.465175,96.46003,6.8475,7.08,110.9,110.899095,110.895808,110.891895,4.86375,5.25,5.1725,0.61625,0.98125,0.98063
12/6/2007,225.765,225.762729,225.754496,225.743814,5.7725,6.7475,6.69625,97.845,97.84009,97.834697,6.9475,7.1,111.32,111.319094,111.315896,111.3118,4.85,5.2425,5.16813,0.61625,0.985,0.99375
12/7/2007,226.778,226.775697,226.767323,226.756877,5.71,6.6575,6.64125,97.843,97.838025,97.832724,6.95,7.115,111.69,111.6891,111.685821,111.68183,4.73625,5.2375,5.16,0.6125,0.99,0.99875
12/10/2007,228.555,228.552671,228.543154,228.533752,5.71375,6.695,6.65375,98.828,98.822434,98.817612,6.965,7.125,111.71,111.709113,111.705395,111.701891,4.59875,5.23188,5.155,0.61625,0.98938,0.9975
12/11/2007,225.105,225.102713,225.093994,225.084145,5.72,6.73875,6.66875,96.645,96.639867,96.634968,7.045,7.1775,110.66,110.659145,110.655845,110.652095,4.45,5.20375,5.13438,0.61,1.005,1.01625
12/12/2007,229.75,229.747726,229.739016,229.728969,5.71125,6.74625,6.67375,99.104,99.098781,99.093701,7.09,7.2175,112.24,112.239154,112.235947,112.232255,4.36875,5.1025,5.085,0.60375,1.005,1.0125
12/13/2007,229.08,229.076933,229.069226,229.058433,5.655,6.60375,6.55625,98.3,98.294877,98.289406,7.1275,7.2425,112.22,112.218917,112.216007,112.21194,4.36125,5.0275,5.01,0.605,1,1.01
12/14/2007,228.52,228.517073,228.509083,228.498782,5.6425,6.5925,6.5475,97.49,97.484856,97.479594,7.0175,7.2175,113.28,113.279018,113.275812,113.27184,4.3525,4.99625,4.9825,0.6075,1,1.01313
12/17/2007,228.205,228.20232,228.192437,228.183354,5.64125,6.54125,6.49625,96.83,96.824191,96.819498,7,7.13,112.95,112.949117,112.945037,112.941607,4.36375,4.965,4.955,0.60625,0.99,1.00125
12/18/2007,228.45,228.447809,228.43841,228.429391,5.6325,6.49125,6.4425,97.57,97.564521,97.559729,7.03,7.1575,113.4,113.399155,113.395435,113.391929,4.38625,4.94875,4.93813,0.60125,0.9675,0.9825
12/19/2007,226.608,226.6056,226.597265,226.588188,5.61125,6.2975,6.25,97.435,97.429689,97.424665,7.045,7.1825,113.43,113.428931,113.42574,113.422065,4.38875,4.93188,4.92313,0.6,0.92,0.945
12/20/2007,224.415,224.412188,224.404706,224.39575,5.59625,6.21875,6.18125,97.175,97.169687,97.16488,6.965,7.155,113.14,113.13875,113.135753,113.132253,4.39125,4.89625,4.895,1.03,0.89875,0.93625
12/21/2007,226.165,226.162234,226.154079,226.145547,5.59,6.14625,6.1275,98.903,98.897252,98.892588,6.9525,7.1575,114.05,114.048754,114.045459,114.042084,5.09375,4.865,4.86125,1.02875,0.87375,0.9325
12/24/2007,225.958,225.955162,225.947088,225.938468,5.58125,6.0975,6.08375,99.595,99.589293,99.584455,6.9,7.1325,114.3,114.298764,114.295485,114.292101,5.0875,4.855,4.84875,1.00375,0.87,0.925
12/27/2007,226.995,226.9928,226.985484,226.976823,6.03125,6.06125,6.055,99.833,99.827831,99.82288,6.92,7.11,113.73,113.729005,113.726111,113.72264,5.06,4.845,4.83813,0.675,0.77,0.845
12/28/2007,224.17,224.167496,224.160519,224.151932,5.91875,6.035,6.02625,98.38,98.374933,98.370061,6.7125,6.88,112.29,112.288992,112.286174,112.28267,4.4725,4.63125,4.6825,0.62625,0.70875,0.80125
12/31/2007,221.763,221.760573,221.753514,221.744951,5.8,5.95375,5.97375,97.773,97.767983,97.76307,6.67,6.915,111.75,111.749019,111.746172,111.742708,4.4875,4.6,4.6525,0.6125,0.7025,0.795
1/2/2008,217.215,217.212611,217.205874,217.197514,5.6275,5.74625,5.82875,96.885,96.880083,96.875245,6.555,6.8875,109.66,109.659036,109.656294,109.652953,4.49875,4.57,4.63625,0.605,0.685,0.7725
1/3/2008,215.488,215.485676,215.479107,215.470999,5.60125,5.70875,5.7725,96.233,96.228119,96.223318,6.6125,6.9,109.32,109.319036,109.316377,109.313138,4.4975,4.54,4.60375,0.6,0.67,0.7675
1/4/2008,214.365,214.362938,214.356048,214.347421,5.615,5.695,5.74625,94.715,94.710149,94.705184,6.6575,6.94,108.6,108.599171,108.596428,108.593005,4.4775,4.515,4.58,0.5975,0.6675,0.765
1/7/2008,215.115,215.112947,215.10516,215.097613,5.615,5.695,5.7325,95.285,95.279743,95.275306,6.71,6.91,109.18,109.179182,109.176159,109.17321,4.39375,4.44125,4.5,0.59375,0.6675,0.76375
1/8/2008,214.873,214.870942,214.863526,214.856085,5.59,5.675,5.705,95.68,95.674766,95.670252,6.72,6.9325,108.9,108.899184,108.896313,108.893429,4.37375,4.41125,4.46875,0.59375,0.67,0.76125
1/9/2008,215.515,215.513002,215.505903,215.498231,5.5225,5.615,5.64625,97.168,97.16265,97.15799,6.8175,7.0225,110.05,110.049204,110.046434,110.043494,4.34375,4.37063,4.415,0.5925,0.6725,0.7575
1/10/2008,214.443,214.440983,214.433904,214.425317,5.45125,5.545,5.5975,97.91,97.904813,97.899584,6.8625,7.03,109.34,109.339214,109.336634,109.333417,4.33,4.31938,4.3525,0.59375,0.6725,0.76375
1/11/2008,212.925,212.922957,212.915225,212.907474,5.6025,5.69875,5.6925,96.975,96.969432,96.964768,6.905,7.035,108.84,108.839217,108.83643,108.833769,4.30875,4.23625,4.2475,0.595,0.67125,0.75875
1/14/2008,211.56,211.557981,211.550263,211.542973,5.6025,5.6875,5.6825,97.303,97.297341,97.292753,6.9125,7.07,108.17,108.169228,108.166541,108.163985,4.3,4.08125,4.06875,0.5975,0.67,0.76
1/15/2008,209.585,209.582995,209.575722,209.568574,5.6,5.68,5.67438,94.065,94.059676,94.055212,6.9475,7.045,106.79,106.789236,106.786702,106.784185,4.29938,4.0225,4.0075,0.59875,0.665,0.76
1/16/2008,211.35,211.34797,211.340895,211.333513,5.58375,5.64625,5.62875,94.695,94.689759,94.685111,6.9175,7.0525,107.64,107.639223,107.636773,107.634188,4.2925,3.98938,3.97063,0.5975,0.66156,0.7575
1/17/2008,210.035,210.032993,210.02633,210.01801,5.5675,5.625,5.61125,93.39,93.385002,93.379889,6.9225,7.07,106.54,106.539229,106.536964,106.534148,4.2925,3.95875,3.945,0.59625,0.65906,0.75625
1/18/2008,208.97,208.967982,208.961276,208.953141,5.56375,5.5975,5.59438,93.95,93.944841,93.939703,6.915,7.045,106.87,106.869225,106.866978,106.864245,4.285,3.93438,3.91563,0.59625,0.65875,0.755
1/21/2008,205.963,205.961004,205.953859,205.946499,5.5575,5.57875,5.57625,91.293,91.287721,91.283215,7.02,7.1525,105.99,105.989227,105.986829,105.984422,4.28,3.9025,3.8775,0.59438,0.65594,0.74844
1/22/2008,208.708,208.706005,208.699096,208.691588,5.54625,5.52875,5.52875,92.438,92.432919,92.42827,6.9625,7.0975,106.44,106.439384,106.437397,106.435265,4.13,3.77375,3.7525,0.59,0.65406,0.74031
1/23/2008,208.665,208.663016,208.656368,208.648722,5.54625,5.4975,5.48875,93.164,93.158986,93.154285,6.975,7.1025,106.72,106.719391,106.717544,106.715456,3.48875,3.37625,3.3525,0.59,0.65281,0.73875
1/24/2008,211.845,211.842966,211.836242,211.828517,5.54375,5.5225,5.52688,94.54,94.534992,94.529916,6.98,7.125,107.18,107.179422,107.177511,107.175368,3.42625,3.285,3.26563,0.59375,0.65656,0.74375
1/25/2008,211.658,211.655936,211.649156,211.640867,5.545,5.555,5.5625,93.872,93.866998,93.861902,7,7.1025,106.73,106.729415,106.72751,106.725219,3.39625,3.3125,3.3075,0.59375,0.65844,0.74704
1/28/2008,212.11,212.10794,212.101414,212.09293,5.55,5.55625,5.5675,95.045,95.039921,95.034648,7.005,7.165,106.9,106.899423,106.897603,106.895316,3.3525,3.28125,3.27,0.595,0.6575,0.74844
1/29/2008,213.098,213.095956,213.089835,213.0814,5.555,5.57625,5.58375,95.25,95.24502,95.239809,7.1,7.225,107.11,107.109445,107.107671,107.105443,3.31625,3.27125,3.26063,0.59688,0.65656,0.74656
1/30/2008,211.025,211.022932,211.016271,211.008621,5.555,5.5725,5.58,94.884,94.878761,94.873957,7.095,7.1975,106.23,106.229406,106.227604,106.22566,3.2775,3.26375,3.25188,0.59875,0.65406,0.82375
1/31/2008,211.523,211.520858,211.514937,211.506716,5.555,5.5675,5.575,95.34,95.335106,95.329881,7.1,7.18,106.45,106.449427,106.447789,106.445715,3.1475,3.14375,3.125,0.5975,0.6475,0.82125
2/1/2008,209.275,209.273029,209.266901,209.25813,5.5425,5.54,5.55,96.295,96.28999,96.284226,7.0775,7.2375,106.49,106.489449,106.487669,106.485438,3.14875,3.14125,3.1125,0.5925,0.6425,0.82
2/4/2008,210.59,210.588017,210.581871,210.573318,5.5225,5.545,5.56,96.915,96.910013,96.904376,7.045,7.2325,106.71,106.709427,106.70766,106.705445,3.19375,3.18125,3.1575,0.595,0.6425,0.82125
2/5/2008,209.888,209.886009,209.879912,209.871566,5.49125,5.535,5.5575,95.85,95.845148,95.839813,7.0275,7.175,106.82,106.81943,106.817761,106.815605,3.24625,3.21813,3.1825,0.595,0.64125,0.82
2/6/2008,208.97,208.968042,208.961527,208.953785,5.45,5.52875,5.5575,95.425,95.419704,95.414736,7.085,7.2675,106.54,106.539451,106.537665,106.535803,3.19875,3.1925,3.15,0.59438,0.64125,0.8225
2/7/2008,208.765,208.76305,208.757088,208.748483,5.36,5.50125,5.55,96.155,96.149971,96.144251,7.22,7.3575,107.49,107.489465,107.487831,107.48575,3.1175,3.165,3.12625,0.59625,0.64375,0.8225
2/8/2008,208.825,208.823068,208.817072,208.808663,5.3475,5.51125,5.56,96.097,96.092012,96.086539,7.2425,7.3775,107.3,107.29947,107.297839,107.29584,3.10875,3.15375,3.1175,0.5975,0.6475,0.8375
2/11/2008,208.685,208.68308,208.677037,208.6686,5.34625,5.53625,5.57375,96.655,96.649972,96.644509,7.195,7.3975,106.97,106.96947,106.967838,106.965902,3.10375,3.13875,3.1,0.59625,0.64875,0.8375
2/12/2008,210.315,210.313062,210.307047,210.298744,5.34625,5.545,5.5825,96.908,96.902922,96.897496,7.17,7.435,107.31,107.309455,107.307851,107.305934,3.1075,3.1275,3.0975,0.595,0.64875,0.84125
2/13/2008,212.66,212.658041,212.651344,212.643369,5.34625,5.55,5.5875,97.103,97.097567,97.092399,7.1625,7.435,108.34,108.339448,108.33763,108.335819,3.115,3.12125,3.09188,0.59813,0.65125,0.84375
2/14/2008,212.39,212.388062,212.381862,212.372972,5.34375,5.55,5.59625,97.305,97.299818,97.293878,7.2,7.5275,107.87,107.86946,107.86776,107.86574,3.12563,3.11625,3.08563,0.6,0.65,0.84375
2/15/2008,211.45,211.448043,211.441843,211.432865,5.3425,5.54625,5.59875,98.025,98.019802,98.013749,7.215,7.5675,107.82,107.819453,107.817758,107.81569,3.13625,3.11875,3.08625,0.59875,0.65,0.84625
2/18/2008,211.33,211.328047,211.321047,211.313072,5.345,5.54813,5.6,98.895,98.88926,98.883828,7.2075,7.545,108.23,108.229452,108.227714,108.225747,3.13375,3.11375,3.08375,0.59625,0.65,0.84438
2/19/2008,210,209.998063,209.990963,209.983371,5.35,5.55,5.6,99.048,99.04212,99.036872,7.27,7.56,107.78,107.779454,107.77774,107.775735,3.13875,3.11063,3.08375,0.59813,0.6475,0.8475
2/20/2008,209.95,209.948065,209.94122,209.933423,5.34625,5.55,5.6,99.29,99.284267,99.278832,7.2775,7.5575,108.12,108.119455,108.117603,108.115676,3.145,3.1175,3.08813,0.595,0.64375,0.8475
2/21/2008,210.815,210.813048,210.806787,210.798207,5.35,5.5525,5.61125,98.68,98.674665,98.668466,7.3025,7.56,107.4,107.399449,107.397778,107.395735,3.15313,3.135,3.10438,0.59563,0.64,0.84406
2/22/2008,210.775,210.773052,210.766866,210.757697,5.3475,5.555,5.61625,99.016,99.010694,99.004505,7.3275,7.585,107.17,107.169452,107.167806,107.165608,3.135,3.12,3.09063,0.59563,0.63875,0.84531
2/25/2008,212.59,212.588043,212.581791,212.572821,5.3475,5.5575,5.62375,100.175,100.169647,100.16354,7.33,7.59,108.07,108.069457,108.067792,108.06561,3.14188,3.12375,3.1,0.59688,0.64,0.845
2/26/2008,213.185,213.183054,213.176852,213.168281,5.34625,5.56,5.6325,100.185,100.179672,100.173708,7.335,7.595,107.28,107.279455,107.277836,107.275782,3.14125,3.125,3.1,0.59688,0.6375,0.8425
2/27/2008,211.025,211.023085,211.016523,211.008362,5.35,5.57313,5.65063,100.273,100.267301,100.261616,7.3825,7.605,106.49,106.489472,106.487794,106.485885,3.1425,3.12188,3.095,0.60563,0.65625,0.84375
2/28/2008,209.56,209.558076,209.551558,209.542528,5.3425,5.58,5.6625,99.995,99.989236,99.982903,7.5025,7.7525,105.37,105.36947,105.367863,105.365798,3.1425,3.11938,3.08438,0.615,0.85125,0.885
2/29/2008,206.338,206.336116,206.329773,206.321193,5.35,5.58875,5.67563,96.556,96.550508,96.5446,7.515,7.75,103.74,103.739482,103.737954,103.736082,3.1375,3.11063,3.07,0.61375,0.855,0.89125
3/3/2008,205.295,205.29311,205.286237,205.278439,5.3525,5.60875,5.69125,97.235,97.229108,97.223709,7.5475,7.76,103.49,103.489479,103.487865,103.486205,3.13625,3.08625,3.0425,0.615,0.85875,0.9
3/4/2008,205.32,205.318106,205.311466,205.303752,5.3525,5.6275,5.7,95.883,95.877404,95.872097,7.545,7.7275,103.37,103.369475,103.36791,103.366236,3.13438,3.08,3.04188,0.61625,0.86188,0.90188
3/5/2008,207.198,207.196117,207.189706,207.181981,5.3525,5.62875,5.705,97.228,97.222452,97.216869,7.5075,7.715,104.02,104.019476,104.017959,104.016281,3.13375,3.075,3.03875,0.6125,0.86688,0.90625
3/6/2008,206.29,206.288101,206.281622,206.273382,5.3425,5.62125,5.7025,95.133,95.127559,95.121854,7.5425,7.77,102.67,102.66948,102.668067,102.666339,3.12813,3.05813,3.02875,0.60875,0.86875,0.90875
3/7/2008,206.733,206.731107,206.724592,206.716572,5.3475,5.625,5.7075,95.155,95.149536,95.143923,7.5475,7.8275,102.67,102.669493,102.668107,102.666552,3.10688,3,2.98125,0.6125,0.87875,0.91375
3/10/2008,204.455,204.453085,204.446034,204.438712,5.34625,5.63813,5.71625,93.258,93.252228,93.247244,7.6325,7.845,101.76,101.759475,101.758052,101.756649,3.08,2.935,2.92,0.61,0.88375,0.925
3/11/2008,207.513,207.509763,207.504112,207.496282,5.345,5.6525,5.72125,96.043,96.037222,96.03184,7.62,7.8325,103.42,103.419488,103.418014,103.416414,3.0425,2.89,2.88,0.61,0.875,0.9175
3/12/2008,206.34,206.337102,206.331424,206.323445,5.3475,5.66,5.72375,95.015,95.009527,95.004106,7.54,7.77,101.8,101.799542,101.798109,101.796516,2.95625,2.86125,2.85875,0.60875,0.86125,0.91
3/13/2008,204.665,204.662822,204.656393,204.647857,5.34375,5.675,5.74,95.32,95.314498,95.308744,7.5225,7.7325,100.65,100.649558,100.648224,100.646582,2.87625,2.8175,2.80188,0.6075,0.8525,0.9075
3/14/2008,200.17,200.16814,200.161684,200.153555,5.34625,5.7,5.7975,92.878,92.87265,92.867289,7.5275,7.72,99.09,99.089622,99.088368,99.08698,2.76,2.775,2.77063,0.6125,0.85625,0.9075
3/17/2008,194.555,194.553169,194.546214,194.53932,5.56625,5.71875,5.82125,89.705,89.699493,89.694797,7.56,7.745,97.33,97.329603,97.328314,97.32724,2.6025,2.55875,2.565,0.6225,0.8525,0.90813
